Energy_MeV,Element,Mu_over_rho,Mu_en_over_rho
0.331,7,0.1033187,0.0289749
0.332,7,0.1032064,0.0289828
0.333,7,0.1030941,0.0289907
0.334,7,0.1029818,0.0289986
0.335,7,0.1028695,0.0290065
0.336,7,0.1027572,0.0290144
0.337,7,0.1026449,0.0290223
0.338,7,0.1025326,0.0290302
0.339,7,0.1024203,0.0290381
0.34,7,0.102308,0.029046
0.341,7,0.1021957,0.0290539
0.342,7,0.1020834,0.0290618
0.343,7,0.1019711,0.0290697
0.344,7,0.1018588,0.0290776
0.345,7,0.1017465,0.0290855
0.346,7,0.1016342,0.0290934
0.347,7,0.1015219,0.0291013
0.348,7,0.1014096,0.0291092
0.349,7,0.1012973,0.0291171
0.35,7,0.101185,0.029125
0.351,7,0.1010727,0.0291329
0.352,7,0.1009604,0.0291408
0.353,7,0.1008481,0.0291487
0.354,7,0.1007358,0.0291566
0.355,7,0.1006235,0.0291645
0.356,7,0.1005112,0.0291724
0.357,7,0.1003989,0.0291803
0.358,7,0.1002866,0.0291882
0.359,7,0.1001743,0.0291961
0.36,7,0.100062,0.029204
0.361,7,0.0999497,0.0292119
0.362,7,0.0998374,0.0292198
0.363,7,0.0997251,0.0292277
0.364,7,0.0996128,0.0292356
0.365,7,0.0995005,0.0292435
0.366,7,0.0993882,0.0292514
0.367,7,0.0992759,0.0292593
0.368,7,0.0991636,0.0292672
0.369,7,0.0990513,0.0292751
0.37,7,0.098939,0.029283
0.371,7,0.0988267,0.0292909
0.372,7,0.0987144,0.0292988
0.373,7,0.0986021,0.0293067
0.374,7,0.0984898,0.0293146
0.375,7,0.0983775,0.0293225
0.376,7,0.0982652,0.0293304
0.377,7,0.0981529,0.0293383
0.378,7,0.0980406,0.0293462
0.379,7,0.0979283,0.0293541
0.38,7,0.097816,0.029362
0.381,7,0.0977037,0.0293699
0.382,7,0.0975914,0.0293778
0.383,7,0.0974791,0.0293857
0.384,7,0.0973668,0.0293936
0.385,7,0.0972545,0.0294015
0.386,7,0.0971422,0.0294094
0.387,7,0.0970299,0.0294173
0.388,7,0.0969176,0.0294252
0.389,7,0.0968053,0.0294331
0.39,7,0.096693,0.029441
0.391,7,0.0965807,0.0294489
0.392,7,0.0964684,0.0294568
0.393,7,0.0963561,0.0294647
0.394,7,0.0962438,0.0294726
0.395,7,0.0961315,0.0294805
0.396,7,0.0960192,0.0294884
0.397,7,0.0959069,0.0294963
0.398,7,0.0957946,0.0295042
0.399,7,0.0956823,0.0295121
0.4,7,0.09557,0.02952
0.401,7,0.0954862,0.0295217
0.402,7,0.0954024,0.0295234
0.403,7,0.0953186,0.0295251
0.404,7,0.0952348,0.0295268
0.405,7,0.095151,0.0295285
0.406,7,0.0950672,0.0295302
0.407,7,0.0949834,0.0295319
0.408,7,0.0948996,0.0295336
0.409,7,0.0948158,0.0295353
0.41,7,0.094732,0.029537
0.411,7,0.0946482,0.0295387
0.412,7,0.0945644,0.0295404
0.413,7,0.0944806,0.0295421
0.414,7,0.0943968,0.0295438
0.415,7,0.094313,0.0295455
0.416,7,0.0942292,0.0295472
0.417,7,0.0941454,0.0295489
0.418,7,0.0940616,0.0295506
0.419,7,0.0939778,0.0295523
0.42,7,0.093894,0.029554
0.421,7,0.0938102,0.0295557
0.422,7,0.0937264,0.0295574
0.423,7,0.0936426,0.0295591
0.424,7,0.0935588,0.0295608
0.425,7,0.093475,0.0295625
0.426,7,0.0933912,0.0295642
0.427,7,0.0933074,0.0295659
0.428,7,0.0932236,0.0295676
0.429,7,0.0931398,0.0295693
0.43,7,0.093056,0.029571
0.431,7,0.0929722,0.0295727
0.432,7,0.0928884,0.0295744
0.433,7,0.0928046,0.0295761
0.434,7,0.0927208,0.0295778
0.435,7,0.092637,0.0295795
0.436,7,0.0925532,0.0295812
0.437,7,0.0924694,0.0295829
0.438,7,0.0923856,0.0295846
0.439,7,0.0923018,0.0295863
0.44,7,0.092218,0.029588
0.441,7,0.0921342,0.0295897
0.442,7,0.0920504,0.0295914
0.443,7,0.0919666,0.0295931
0.444,7,0.0918828,0.0295948
0.445,7,0.091799,0.0295965
0.446,7,0.0917152,0.0295982
0.447,7,0.0916314,0.0295999
0.448,7,0.0915476,0.0296016
0.449,7,0.0914638,0.0296033
0.45,7,0.09138,0.029605
0.451,7,0.0912962,0.0296067
0.452,7,0.0912124,0.0296084
0.453,7,0.0911286,0.0296101
0.454,7,0.0910448,0.0296118
0.455,7,0.090961,0.0296135
0.456,7,0.0908772,0.0296152
0.457,7,0.0907934,0.0296169
0.458,7,0.0907096,0.0296186
0.459,7,0.0906258,0.0296203
0.46,7,0.090542,0.029622
0.461,7,0.0904582,0.0296237
0.462,7,0.0903744,0.0296254
0.463,7,0.0902906,0.0296271
0.464,7,0.0902068,0.0296288
0.465,7,0.090123,0.0296305
0.466,7,0.0900392,0.0296322
0.467,7,0.0899554,0.0296339
0.468,7,0.0898716,0.0296356
0.469,7,0.0897878,0.0296373
0.47,7,0.089704,0.029639
0.471,7,0.0896202,0.0296407
0.472,7,0.0895364,0.0296424
0.473,7,0.0894526,0.0296441
0.474,7,0.0893688,0.0296458
0.475,7,0.089285,0.0296475
0.476,7,0.0892012,0.0296492
0.477,7,0.0891174,0.0296509
0.478,7,0.0890336,0.0296526
0.479,7,0.0889498,0.0296543
0.48,7,0.088866,0.029656
0.481,7,0.0887822,0.0296577
0.482,7,0.0886984,0.0296594
0.483,7,0.0886146,0.0296611
0.484,7,0.0885308,0.0296628
0.485,7,0.088447,0.0296645
0.486,7,0.0883632,0.0296662
0.487,7,0.0882794,0.0296679
0.488,7,0.0881956,0.0296696
0.489,7,0.0881118,0.0296713
0.49,7,0.088028,0.029673
0.491,7,0.0879442,0.0296747
0.492,7,0.0878604,0.0296764
0.493,7,0.0877766,0.0296781
0.494,7,0.0876928,0.0296798
0.495,7,0.087609,0.0296815
0.496,7,0.0875252,0.0296832
0.497,7,0.0874414,0.0296849
0.498,7,0.0873576,0.0296866
0.499,7,0.0872738,0.0296883
0.5,7,0.08719,0.02969
0.001,8,4590.0,4576.0
0.002,8,694.9,692.6
0.003,8,217.1,215.8
0.004,8,93.15,92.21
0.005,8,47.9,47.15
0.006,8,27.7,27.08
0.007,8,19.665,19.12
0.008,8,11.63,11.16
0.009,8,8.791,8.3625
0.01,8,5.952,5.565
0.011,8,5.1288,4.761
0.012,8,4.3056,3.957
0.013,8,3.4824,3.153
0.014,8,2.6592,2.349
0.015,8,1.836,1.545
0.016,8,1.64182,1.35958
0.017,8,1.44764,1.17416
0.018,8,1.25346,0.98874
0.019,8,1.05928,0.80332
0.02,8,0.8651,0.6179
0.021,8,0.81638,0.5734
0.022,8,0.76766,0.5289
0.023,8,0.71894,0.4844
0.024,8,0.67022,0.4399
0.025,8,0.6215,0.3954
0.026,8,0.57278,0.3509
0.027,8,0.52406,0.3064
0.028,8,0.47534,0.2619
0.029,8,0.42662,0.2174
0.03,8,0.3779,0.1729
0.031,8,0.36596,0.16314
0.032,8,0.35402,0.15338
0.033,8,0.34208,0.14362
0.034,8,0.33014,0.13386
0.035,8,0.3182,0.1241
0.036,8,0.30626,0.11434
0.037,8,0.29432,0.10458
0.038,8,0.28238,0.09482
0.039,8,0.27044,0.08506
0.04,8,0.2585,0.0753
0.041,8,0.25397,0.072184
0.042,8,0.24944,0.069068
0.043,8,0.24491,0.065952
0.044,8,0.24038,0.062836
0.045,8,0.23585,0.05972
0.046,8,0.23132,0.056604
0.047,8,0.22679,0.053488
0.048,8,0.22226,0.050372
0.049,8,0.21773,0.047256
0.05,8,0.2132,0.04414
0.051,8,0.21095,0.042933
0.052,8,0.2087,0.041726
0.053,8,0.20645,0.040519
0.054,8,0.2042,0.039312
0.055,8,0.20195,0.038105
0.056,8,0.1997,0.036898
0.057,8,0.19745,0.035691
0.058,8,0.1952,0.034484
0.059,8,0.19295,0.033277
0.06,8,0.1907,0.03207
0.061,8,0.189555,0.0317005
0.062,8,0.18841,0.031331
0.063,8,0.187265,0.0309615
0.064,8,0.18612,0.030592
0.065,8,0.184975,0.0302225
0.066,8,0.18383,0.029853
0.067,8,0.182685,0.0294835
0.068,8,0.18154,0.029114
0.069,8,0.180395,0.0287445
0.07,8,0.17925,0.028375
0.071,8,0.178105,0.0280055
0.072,8,0.17696,0.027636
0.073,8,0.175815,0.0272665
0.074,8,0.17467,0.026897
0.075,8,0.173525,0.0265275
0.076,8,0.17238,0.026158
0.077,8,0.171235,0.0257885
0.078,8,0.17009,0.025419
0.079,8,0.168945,0.0250495
0.08,8,0.1678,0.02468
0.081,8,0.167165,0.0246235
0.082,8,0.16653,0.024567
0.083,8,0.165895,0.0245105
0.084,8,0.16526,0.024454
0.085,8,0.164625,0.0243975
0.086,8,0.16399,0.024341
0.087,8,0.163355,0.0242845
0.088,8,0.16272,0.024228
0.089,8,0.162085,0.0241715
0.09,8,0.16145,0.024115
0.091,8,0.160815,0.0240585
0.092,8,0.16018,0.024002
0.093,8,0.159545,0.0239455
0.094,8,0.15891,0.023889
0.095,8,0.158275,0.0238325
0.096,8,0.15764,0.023776
0.097,8,0.157005,0.0237195
0.098,8,0.15637,0.023663
0.099,8,0.155735,0.0236065
0.1,8,0.1551,0.02355
0.101,8,0.15472,0.0235802
0.102,8,0.15434,0.0236104
0.103,8,0.15396,0.0236406
0.104,8,0.15358,0.0236708
0.105,8,0.1532,0.023701
0.106,8,0.15282,0.0237312
0.107,8,0.15244,0.0237614
0.108,8,0.15206,0.0237916
0.109,8,0.15168,0.0238218
0.11,8,0.1513,0.023852
0.111,8,0.15092,0.0238822
0.112,8,0.15054,0.0239124
0.113,8,0.15016,0.0239426
0.114,8,0.14978,0.0239728
0.115,8,0.1494,0.024003
0.116,8,0.14902,0.0240332
0.117,8,0.14864,0.0240634
0.118,8,0.14826,0.0240936
0.119,8,0.14788,0.0241238
0.12,8,0.1475,0.024154
0.121,8,0.14712,0.0241842
0.122,8,0.14674,0.0242144
0.123,8,0.14636,0.0242446
0.124,8,0.14598,0.0242748
0.125,8,0.1456,0.024305
0.126,8,0.14522,0.0243352
0.127,8,0.14484,0.0243654
0.128,8,0.14446,0.0243956
0.129,8,0.14408,0.0244258
0.13,8,0.1437,0.024456
0.131,8,0.14332,0.0244862
0.132,8,0.14294,0.0245164
0.133,8,0.14256,0.0245466
0.134,8,0.14218,0.0245768
0.135,8,0.1418,0.024607
0.136,8,0.14142,0.0246372
0.137,8,0.14104,0.0246674
0.138,8,0.14066,0.0246976
0.139,8,0.14028,0.0247278
0.14,8,0.1399,0.024758
0.141,8,0.13952,0.0247882
0.142,8,0.13914,0.0248184
0.143,8,0.13876,0.0248486
0.144,8,0.13838,0.0248788
0.145,8,0.138,0.024909
0.146,8,0.13762,0.0249392
0.147,8,0.13724,0.0249694
0.148,8,0.13686,0.0249996
0.149,8,0.13648,0.0250298
0.15,8,0.1361,0.02506
0.151,8,0.135852,0.0250946
0.152,8,0.135604,0.0251292
0.153,8,0.135356,0.0251638
0.154,8,0.135108,0.0251984
0.155,8,0.13486,0.025233
0.156,8,0.134612,0.0252676
0.157,8,0.134364,0.0253022
0.158,8,0.134116,0.0253368
0.159,8,0.133868,0.0253714
0.16,8,0.13362,0.025406
0.161,8,0.133372,0.0254406
0.162,8,0.133124,0.0254752
0.163,8,0.132876,0.0255098
0.164,8,0.132628,0.0255444
0.165,8,0.13238,0.025579
0.166,8,0.132132,0.0256136
0.167,8,0.131884,0.0256482
0.168,8,0.131636,0.0256828
0.169,8,0.131388,0.0257174
0.17,8,0.13114,0.025752
0.171,8,0.130892,0.0257866
0.172,8,0.130644,0.0258212
0.173,8,0.130396,0.0258558
0.174,8,0.130148,0.0258904
0.175,8,0.1299,0.025925
0.176,8,0.129652,0.0259596
0.177,8,0.129404,0.0259942
0.178,8,0.129156,0.0260288
0.179,8,0.128908,0.0260634
0.18,8,0.12866,0.026098
0.181,8,0.128412,0.0261326
0.182,8,0.128164,0.0261672
0.183,8,0.127916,0.0262018
0.184,8,0.127668,0.0262364
0.185,8,0.12742,0.026271
0.186,8,0.127172,0.0263056
0.187,8,0.126924,0.0263402
0.188,8,0.126676,0.0263748
0.189,8,0.126428,0.0264094
0.19,8,0.12618,0.026444
0.191,8,0.125932,0.0264786
0.192,8,0.125684,0.0265132
0.193,8,0.125436,0.0265478
0.194,8,0.125188,0.0265824
0.195,8,0.12494,0.026617
0.196,8,0.124692,0.0266516
0.197,8,0.124444,0.0266862
0.198,8,0.124196,0.0267208
0.199,8,0.123948,0.0267554
0.2,8,0.1237,0.02679
0.201,8,0.123533,0.0268098
0.202,8,0.123366,0.0268296
0.203,8,0.123199,0.0268494
0.204,8,0.123032,0.0268692
0.205,8,0.122865,0.026889
0.206,8,0.122698,0.0269088
0.207,8,0.122531,0.0269286
0.208,8,0.122364,0.0269484
0.209,8,0.122197,0.0269682
0.21,8,0.12203,0.026988
0.211,8,0.121863,0.0270078
0.212,8,0.121696,0.0270276
0.213,8,0.121529,0.0270474
0.214,8,0.121362,0.0270672
0.215,8,0.121195,0.027087
0.216,8,0.121028,0.0271068
0.217,8,0.120861,0.0271266
0.218,8,0.120694,0.0271464
0.219,8,0.120527,0.0271662
0.22,8,0.12036,0.027186
0.221,8,0.120193,0.0272058
0.222,8,0.120026,0.0272256
0.223,8,0.119859,0.0272454
0.224,8,0.119692,0.0272652
0.225,8,0.119525,0.027285
0.226,8,0.119358,0.0273048
0.227,8,0.119191,0.0273246
0.228,8,0.119024,0.0273444
0.229,8,0.118857,0.0273642
0.23,8,0.11869,0.027384
0.231,8,0.118523,0.0274038
0.232,8,0.118356,0.0274236
0.233,8,0.118189,0.0274434
0.234,8,0.118022,0.0274632
0.235,8,0.117855,0.027483
0.236,8,0.117688,0.0275028
0.237,8,0.117521,0.0275226
0.238,8,0.117354,0.0275424
0.239,8,0.117187,0.0275622
0.24,8,0.11702,0.027582
0.241,8,0.116853,0.0276018
0.242,8,0.116686,0.0276216
0.243,8,0.116519,0.0276414
0.244,8,0.116352,0.0276612
0.245,8,0.116185,0.027681
0.246,8,0.116018,0.0277008
0.247,8,0.115851,0.0277206
0.248,8,0.115684,0.0277404
0.249,8,0.115517,0.0277602
0.25,8,0.11535,0.02778
0.251,8,0.115183,0.0277998
0.252,8,0.115016,0.0278196
0.253,8,0.114849,0.0278394
0.254,8,0.114682,0.0278592
0.255,8,0.114515,0.027879
0.256,8,0.114348,0.0278988
0.257,8,0.114181,0.0279186
0.258,8,0.114014,0.0279384
0.259,8,0.113847,0.0279582
0.26,8,0.11368,0.027978
0.261,8,0.113513,0.0279978
0.262,8,0.113346,0.0280176
0.263,8,0.113179,0.0280374
0.264,8,0.113012,0.0280572
0.265,8,0.112845,0.028077
0.266,8,0.112678,0.0280968
0.267,8,0.112511,0.0281166
0.268,8,0.112344,0.0281364
0.269,8,0.112177,0.0281562
0.27,8,0.11201,0.028176
0.271,8,0.111843,0.0281958
0.272,8,0.111676,0.0282156
0.273,8,0.111509,0.0282354
0.274,8,0.111342,0.0282552
0.275,8,0.111175,0.028275
0.276,8,0.111008,0.0282948
0.277,8,0.110841,0.0283146
0.278,8,0.110674,0.0283344
0.279,8,0.110507,0.0283542
0.28,8,0.11034,0.028374
0.281,8,0.110173,0.0283938
0.282,8,0.110006,0.0284136
0.283,8,0.109839,0.0284334
0.284,8,0.109672,0.0284532
0.285,8,0.109505,0.028473
0.286,8,0.109338,0.0284928
0.287,8,0.109171,0.0285126
0.288,8,0.109004,0.0285324
0.289,8,0.108837,0.0285522
0.29,8,0.10867,0.028572
0.291,8,0.108503,0.0285918
0.292,8,0.108336,0.0286116
0.293,8,0.108169,0.0286314
0.294,8,0.108002,0.0286512
0.295,8,0.107835,0.028671
0.296,8,0.107668,0.0286908
0.297,8,0.107501,0.0287106
0.298,8,0.107334,0.0287304
0.299,8,0.107167,0.0287502
0.3,8,0.107,0.02877
0.301,8,0.1068866,0.0287776
0.302,8,0.1067732,0.0287852
0.303,8,0.1066598,0.0287928
0.304,8,0.1065464,0.0288004
0.305,8,0.106433,0.028808
0.306,8,0.1063196,0.0288156
0.307,8,0.1062062,0.0288232
0.308,8,0.1060928,0.0288308
0.309,8,0.1059794,0.0288384
0.31,8,0.105866,0.028846
0.311,8,0.1057526,0.0288536
0.312,8,0.1056392,0.0288612
0.313,8,0.1055258,0.0288688
0.314,8,0.1054124,0.0288764
0.315,8,0.105299,0.028884
0.316,8,0.1051856,0.0288916
0.317,8,0.1050722,0.0288992
0.318,8,0.1049588,0.0289068
0.319,8,0.1048454,0.0289144
0.32,8,0.104732,0.028922
0.321,8,0.1046186,0.0289296
0.322,8,0.1045052,0.0289372
0.323,8,0.1043918,0.0289448
0.324,8,0.1042784,0.0289524
0.325,8,0.104165,0.02896
0.326,8,0.1040516,0.0289676
0.327,8,0.1039382,0.0289752
0.328,8,0.1038248,0.0289828
0.329,8,0.1037114,0.0289904
0.33,8,0.103598,0.028998
0.331,8,0.1034846,0.0290056
0.332,8,0.1033712,0.0290132
0.333,8,0.1032578,0.0290208
0.334,8,0.1031444,0.0290284
0.335,8,0.103031,0.029036
0.336,8,0.1029176,0.0290436
0.337,8,0.1028042,0.0290512
0.338,8,0.1026908,0.0290588
0.339,8,0.1025774,0.0290664
0.34,8,0.102464,0.029074
0.341,8,0.1023506,0.0290816
0.342,8,0.1022372,0.0290892
0.343,8,0.1021238,0.0290968
0.344,8,0.1020104,0.0291044
0.345,8,0.101897,0.029112
0.346,8,0.1017836,0.0291196
0.347,8,0.1016702,0.0291272
0.348,8,0.1015568,0.0291348
0.349,8,0.1014434,0.0291424
0.35,8,0.10133,0.02915
0.351,8,0.1012166,0.0291576
0.352,8,0.1011032,0.0291652
0.353,8,0.1009898,0.0291728
0.354,8,0.1008764,0.0291804
0.355,8,0.100763,0.029188
0.356,8,0.1006496,0.0291956
0.357,8,0.1005362,0.0292032
0.358,8,0.1004228,0.0292108
0.359,8,0.1003094,0.0292184
0.36,8,0.100196,0.029226
0.361,8,0.1000826,0.0292336
0.362,8,0.0999692,0.0292412
0.363,8,0.0998558,0.0292488
0.364,8,0.0997424,0.0292564
0.365,8,0.099629,0.029264
0.366,8,0.0995156,0.0292716
0.367,8,0.0994022,0.0292792
0.368,8,0.0992888,0.0292868
0.369,8,0.0991754,0.0292944
0.37,8,0.099062,0.029302
0.371,8,0.0989486,0.0293096
0.372,8,0.0988352,0.0293172
0.373,8,0.0987218,0.0293248
0.374,8,0.0986084,0.0293324
0.375,8,0.098495,0.02934
0.376,8,0.0983816,0.0293476
0.377,8,0.0982682,0.0293552
0.378,8,0.0981548,0.0293628
0.379,8,0.0980414,0.0293704
0.38,8,0.097928,0.029378
0.381,8,0.0978146,0.0293856
0.382,8,0.0977012,0.0293932
0.383,8,0.0975878,0.0294008
0.384,8,0.0974744,0.0294084
0.385,8,0.097361,0.029416
0.386,8,0.0972476,0.0294236
0.387,8,0.0971342,0.0294312
0.388,8,0.0970208,0.0294388
0.389,8,0.0969074,0.0294464
0.39,8,0.096794,0.029454
0.391,8,0.0966806,0.0294616
0.392,8,0.0965672,0.0294692
0.393,8,0.0964538,0.0294768
0.394,8,0.0963404,0.0294844
0.395,8,0.096227,0.029492
0.396,8,0.0961136,0.0294996
0.397,8,0.0960002,0.0295072
0.398,8,0.0958868,0.0295148
0.399,8,0.0957734,0.0295224
0.4,8,0.09566,0.02953
0.401,8,0.0955763,0.0295318
0.402,8,0.0954926,0.0295336
0.403,8,0.0954089,0.0295354
0.404,8,0.0953252,0.0295372
0.405,8,0.0952415,0.029539
0.406,8,0.0951578,0.0295408
0.407,8,0.0950741,0.0295426
0.408,8,0.0949904,0.0295444
0.409,8,0.0949067,0.0295462
0.41,8,0.094823,0.029548
0.411,8,0.0947393,0.0295498
0.412,8,0.0946556,0.0295516
0.413,8,0.0945719,0.0295534
0.414,8,0.0944882,0.0295552
0.415,8,0.0944045,0.029557
0.416,8,0.0943208,0.0295588
0.417,8,0.0942371,0.0295606
0.418,8,0.0941534,0.0295624
0.419,8,0.0940697,0.0295642
0.42,8,0.093986,0.029566
0.421,8,0.0939023,0.0295678
0.422,8,0.0938186,0.0295696
0.423,8,0.0937349,0.0295714
0.424,8,0.0936512,0.0295732
0.425,8,0.0935675,0.029575
0.426,8,0.0934838,0.0295768
0.427,8,0.0934001,0.0295786
0.428,8,0.0933164,0.0295804
0.429,8,0.0932327,0.0295822
0.43,8,0.093149,0.029584
0.431,8,0.0930653,0.0295858
0.432,8,0.0929816,0.0295876
0.433,8,0.0928979,0.0295894
0.434,8,0.0928142,0.0295912
0.435,8,0.0927305,0.029593
0.436,8,0.0926468,0.0295948
0.437,8,0.0925631,0.0295966
0.438,8,0.0924794,0.0295984
0.439,8,0.0923957,0.0296002
0.44,8,0.092312,0.029602
0.441,8,0.0922283,0.0296038
0.442,8,0.0921446,0.0296056
0.443,8,0.0920609,0.0296074
0.444,8,0.0919772,0.0296092
0.445,8,0.0918935,0.029611
0.446,8,0.0918098,0.0296128
0.447,8,0.0917261,0.0296146
0.448,8,0.0916424,0.0296164
0.449,8,0.0915587,0.0296182
0.45,8,0.091475,0.02962
0.451,8,0.0913913,0.0296218
0.452,8,0.0913076,0.0296236
0.453,8,0.0912239,0.0296254
0.454,8,0.0911402,0.0296272
0.455,8,0.0910565,0.029629
0.456,8,0.0909728,0.0296308
0.457,8,0.0908891,0.0296326
0.458,8,0.0908054,0.0296344
0.459,8,0.0907217,0.0296362
0.46,8,0.090638,0.029638
0.461,8,0.0905543,0.0296398
0.462,8,0.0904706,0.0296416
0.463,8,0.0903869,0.0296434
0.464,8,0.0903032,0.0296452
0.465,8,0.0902195,0.029647
0.466,8,0.0901358,0.0296488
0.467,8,0.0900521,0.0296506
0.468,8,0.0899684,0.0296524
0.469,8,0.0898847,0.0296542
0.47,8,0.089801,0.029656
0.471,8,0.0897173,0.0296578
0.472,8,0.0896336,0.0296596
0.473,8,0.0895499,0.0296614
0.474,8,0.0894662,0.0296632
0.475,8,0.0893825,0.029665
0.476,8,0.0892988,0.0296668
0.477,8,0.0892151,0.0296686
0.478,8,0.0891314,0.0296704
0.479,8,0.0890477,0.0296722
0.48,8,0.088964,0.029674
0.481,8,0.0888803,0.0296758
0.482,8,0.0887966,0.0296776
0.483,8,0.0887129,0.0296794
0.484,8,0.0886292,0.0296812
0.485,8,0.0885455,0.029683
0.486,8,0.0884618,0.0296848
0.487,8,0.0883781,0.0296866
0.488,8,0.0882944,0.0296884
0.489,8,0.0882107,0.0296902
0.49,8,0.088127,0.029692
0.491,8,0.0880433,0.0296938
0.492,8,0.0879596,0.0296956
0.493,8,0.0878759,0.0296974
0.494,8,0.0877922,0.0296992
0.495,8,0.0877085,0.029701
0.496,8,0.0876248,0.0297028
0.497,8,0.0875411,0.0297046
0.498,8,0.0874574,0.0297064
0.499,8,0.0873737,0.0297082
0.5,8,0.08729,0.02971
0.001,13,1185.0,1183.0
0.002,13,2263.0,2204.0
0.003,13,788.0,773.2
0.004,13,360.5,354.5
0.005,13,193.4,190.2
0.006,13,115.3,113.3
0.007,13,82.815,81.24
0.008,13,50.33,49.18
0.009,13,38.28,37.305
0.01,13,26.23,25.43
0.011,13,22.575,21.8414
0.012,13,18.92,18.2528
0.013,13,15.265,14.6642
0.014,13,11.61,11.0756
0.015,13,7.955,7.487
0.016,13,7.0522,6.6084
0.017,13,6.1494,5.7298
0.018,13,5.2466,4.8512
0.019,13,4.3438,3.9726
0.02,13,3.441,3.094
0.021,13,3.2097,2.87238
0.022,13,2.9784,2.65076
0.023,13,2.7471,2.42914
0.024,13,2.5158,2.20752
0.025,13,2.2845,1.9859
0.026,13,2.0532,1.76428
0.027,13,1.8219,1.54266
0.028,13,1.5906,1.32104
0.029,13,1.3593,1.09942
0.03,13,1.128,0.8778
0.031,13,1.07205,0.82603
0.032,13,1.0161,0.77426
0.033,13,0.96015,0.72249
0.034,13,0.9042,0.67072
0.035,13,0.84825,0.61895
0.036,13,0.7923,0.56718
0.037,13,0.73635,0.51541
0.038,13,0.6804,0.46364
0.039,13,0.62445,0.41187
0.04,13,0.5685,0.3601
0.041,13,0.54846,0.34249
0.042,13,0.52842,0.32488
0.043,13,0.50838,0.30727
0.044,13,0.48834,0.28966
0.045,13,0.4683,0.27205
0.046,13,0.44826,0.25444
0.047,13,0.42822,0.23683
0.048,13,0.40818,0.21922
0.049,13,0.38814,0.20161
0.05,13,0.3681,0.184
0.051,13,0.35907,0.17659
0.052,13,0.35004,0.16918
0.053,13,0.34101,0.16177
0.054,13,0.33198,0.15436
0.055,13,0.32295,0.14695
0.056,13,0.31392,0.13954
0.057,13,0.30489,0.13213
0.058,13,0.29586,0.12472
0.059,13,0.28683,0.11731
0.06,13,0.2778,0.1099
0.061,13,0.274,0.1071605
0.062,13,0.2702,0.104421
0.063,13,0.2664,0.1016815
0.064,13,0.2626,0.098942
0.065,13,0.2588,0.0962025
0.066,13,0.255,0.093463
0.067,13,0.2512,0.0907235
0.068,13,0.2474,0.087984
0.069,13,0.2436,0.0852445
0.07,13,0.2398,0.082505
0.071,13,0.236,0.0797655
0.072,13,0.2322,0.077026
0.073,13,0.2284,0.0742865
0.074,13,0.2246,0.071547
0.075,13,0.2208,0.0688075
0.076,13,0.217,0.066068
0.077,13,0.2132,0.0633285
0.078,13,0.2094,0.060589
0.079,13,0.2056,0.0578495
0.08,13,0.2018,0.05511
0.081,13,0.20023,0.0542515
0.082,13,0.19866,0.053393
0.083,13,0.19709,0.0525345
0.084,13,0.19552,0.051676
0.085,13,0.19395,0.0508175
0.086,13,0.19238,0.049959
0.087,13,0.19081,0.0491005
0.088,13,0.18924,0.048242
0.089,13,0.18767,0.0473835
0.09,13,0.1861,0.046525
0.091,13,0.18453,0.0456665
0.092,13,0.18296,0.044808
0.093,13,0.18139,0.0439495
0.094,13,0.17982,0.043091
0.095,13,0.17825,0.0422325
0.096,13,0.17668,0.041374
0.097,13,0.17511,0.0405155
0.098,13,0.17354,0.039657
0.099,13,0.17197,0.0387985
0.1,13,0.1704,0.03794
0.101,13,0.169748,0.0377466
0.102,13,0.169096,0.0375532
0.103,13,0.168444,0.0373598
0.104,13,0.167792,0.0371664
0.105,13,0.16714,0.036973
0.106,13,0.166488,0.0367796
0.107,13,0.165836,0.0365862
0.108,13,0.165184,0.0363928
0.109,13,0.164532,0.0361994
0.11,13,0.16388,0.036006
0.111,13,0.163228,0.0358126
0.112,13,0.162576,0.0356192
0.113,13,0.161924,0.0354258
0.114,13,0.161272,0.0352324
0.115,13,0.16062,0.035039
0.116,13,0.159968,0.0348456
0.117,13,0.159316,0.0346522
0.118,13,0.158664,0.0344588
0.119,13,0.158012,0.0342654
0.12,13,0.15736,0.034072
0.121,13,0.156708,0.0338786
0.122,13,0.156056,0.0336852
0.123,13,0.155404,0.0334918
0.124,13,0.154752,0.0332984
0.125,13,0.1541,0.033105
0.126,13,0.153448,0.0329116
0.127,13,0.152796,0.0327182
0.128,13,0.152144,0.0325248
0.129,13,0.151492,0.0323314
0.13,13,0.15084,0.032138
0.131,13,0.150188,0.0319446
0.132,13,0.149536,0.0317512
0.133,13,0.148884,0.0315578
0.134,13,0.148232,0.0313644
0.135,13,0.14758,0.031171
0.136,13,0.146928,0.0309776
0.137,13,0.146276,0.0307842
0.138,13,0.145624,0.0305908
0.139,13,0.144972,0.0303974
0.14,13,0.14432,0.030204
0.141,13,0.143668,0.0300106
0.142,13,0.143016,0.0298172
0.143,13,0.142364,0.0296238
0.144,13,0.141712,0.0294304
0.145,13,0.14106,0.029237
0.146,13,0.140408,0.0290436
0.147,13,0.139756,0.0288502
0.148,13,0.139104,0.0286568
0.149,13,0.138452,0.0284634
0.15,13,0.1378,0.02827
0.151,13,0.13749,0.0282536
0.152,13,0.13718,0.0282372
