Energy_KeV,Photons_per_s
1,1.4822556177385585e-193
2,4.5318220095363934e-30
3,8.249001328833525e-11
4,2.282617272355782e-06
5,0.0002579634322338103
6,0.0025378051540349477
7,0.0074112367594150194
8,0.021710008084779873
9,0.036090092261081466
10,0.33410692670561243
11,0.02750400984553812
12,0.023700374126124923
13,0.02413248416205622
14,0.02991334305255077
15,0.036933365809998515
16,0.042474549471923875
17,0.04847765727412584
18,0.05493604316351602
19,0.06180578561544662
20,0.06899439751005525
21,0.07532398921236809
22,0.08163363167780925
23,0.08788871170559007
24,0.09398257204503568
25,0.09985598091319402
26,0.10549420555737127
27,0.11081552947944016
28,0.11578398132427223
29,0.12037133555731941
30,0.12456979633580167
31,0.1278791720998806
32,0.13076634225682796
33,0.13323162566577937
34,0.1352973617313061
35,0.13697365435124237
36,0.1382885704503215
37,0.13925901078276093
38,0.1399071754517546
39,0.14026363428672445
40,0.14034529913907332
41,0.14007487710712763
42,0.13957753133777417
43,0.13888652046417463
44,0.13801459478254588
45,0.13698887539213683
46,0.13581707034494472
47,0.1345197931750357
48,0.13312262732835556
49,0.13162658528704957
50,0.13005976672129635
51,0.12838323447825054
52,0.1266587529712025
53,0.12488806177966057
54,0.12308585886949629
55,0.1212584139912708
56,0.11940978020053683
57,0.11755337371618609
58,0.9768017175926054
59,0.11381651301349516
60,0.11194688030883002
61,0.11009710194841651
62,0.10825052584976973
63,0.10641635412680234
64,0.10459297606126307
65,0.10278430843493386
66,0.10099509273794507
67,0.6474846362748039
68,0.09747299335792517
69,0.13949759942720083
70,0.061329849240697155
71,0.06092844066714512
72,0.0605275933203926
73,0.06012444940287128
74,0.05970769824296014
75,0.05926978871274508
76,0.05881723938032071
77,0.05834602444648742
78,0.05785577149960781
79,0.057349628759590834
80,0.05682795466663655
81,0.056294055283066316
82,0.05574724788256534
83,0.05518901245102536
84,0.05462093842387875
85,0.054043458861782454
86,0.053458614318411694
87,0.052866917238681435
88,0.05226912307429397
89,0.051667156109475074
90,0.05106083454222675
91,0.05045405328158354
92,0.049843844276644705
93,0.0492321635516495
94,0.048618623595360094
95,0.04800424391998603
96,0.04738988462939706
97,0.04677538020678984
98,0.04616246559154182
99,0.045549908156476075
100,0.04494032465893264
101,0.044331210223996526
102,0.043725306269546606
103,0.04312211447607312
104,0.042521409599153244
105,0.04192484392210661
106,0.04133095429218604
107,0.04074181151783753
108,0.04015583446372103
109,0.03957501030804264
110,0.03899791658762555
111,0.038425504097893366
112,0.037858158351951034
113,0.03729512745739959
114,0.03673772725450183
115,0.036183969763927216
116,0.03563635018637696
117,0.03509273816147177
118,0.03455528313705295
119,0.03402242202134235
120,0.03349521186280679
121,0.03297363477473701
122,0.03245693584401127
123,0.03194641037975768
124,0.031440372814499754
125,0.030940725290239234
126,0.030444686654909785
127,0.029955038932871936
128,0.029469872948035478
129,0.02899068021615758
130,0.028516626692829734
131,0.028047649469660565
132,0.027584332107064864
133,0.027125258801626816
134,0.02667240536764504
135,0.026223874683783472
136,0.02578155811790078
137,0.02534331441539753
138,0.024910714730418334
139,0.024482533596210714
140,0.024059118124114102
141,0.02364058988092439
142,0.023226094441423362
143,0.02281717326696802
144,0.022412036857607336
145,0.02201236258733178
146,0.02161648200582526
147,0.021225774966890838
148,0.02083905879710807
149,0.020456914429144966
150,0.020079076411010085
151,0.019704674612701752
152,0.01933497789888588
153,0.018968847502813427
154,0.01860748909955855
155,0.018249612409796074
156,0.017896233016873556
157,0.01754638614126817
158,0.017200542913175652
159,0.01685857546365868
160,0.016520203002878885
161,0.016185806743653004
162,0.01585455790216502
163,0.01552709398346185
164,0.015202729969419154
165,0.014882179712114621
166,0.01456468384856973
167,0.014250602774924062
168,0.01393969005715326
169,0.013631869548654474
170,0.013327232114397807
171,0.013025406333792304
172,0.012726757415640224
173,0.012430943050641123
174,0.012138237660939159
175,0.011848104965430033
176,0.011560723496254227
177,0.011275908069224514
178,0.010993902551961336
179,0.010714332982563848
180,0.010437346948748018
181,0.010162711404449952
182,0.009890556722047285
183,0.00962067150528007
184,0.009353019452568584
185,0.009087620141927813
186,0.008824251629122211
187,0.008563224613257824
188,0.008304017045329746
189,0.008047163905235945
190,0.007791968847204734
191,0.0075389711585481045
192,0.007287586662186205
193,0.007038065709378325
194,0.006790221085512673
195,0.006543916103857248
196,0.006299463879112203
197,0.006056202366933965
198,0.005814900655229792
199,0.005574494881170145
200,0.005335966166164213
201,0.005098259440889795
202,0.004862211093240878
203,0.004627453391405901
204,0.004394002169296365
205,0.004162179943891616
206,0.003931314831478517
207,0.0037023809926414676
208,0.003474322087168345
209,0.0032485171875089648
210,0.0030239202474553997
211,0.002801637441675678
212,0.0025812480922197635
213,0.0023633556597208896
214,0.002148244415277035
215,0.001935863620206119
216,0.0017271620962041646
217,0.0015220214900393565
218,0.0013218167004608505
219,0.001127177708761596
220,0.0009369898451775996
221,0.0007569693245120251
222,0.0005785445828137038
223,0.0004097456934379334
224,0.00022209147342014296
225,2.7743183853769404e-07
