E_keV,mu_over_rho_cm2_per_g,MT502,MT504,MT515,MT516,MT517,photoelectric_total,subshell_MT534_0.40keV,subshell_MT535_0.02keV,subshell_MT536_0.01keV,subshell_MT537_0.01keV
1.0,13255.49072588843,6.043641729703524,0.04412561861152782,0.0,0.0,0.0,13249.402953357161,12603.972292530088,581.962163338556,21.23204291033008,42.23645318429995
2.0,1909.4747847586402,4.617225172334483,0.1409146363669793,0.0,0.0,0.0,1904.7166442318508,1809.9655397892127,89.76223776956935,1.674414259139208,3.314454880389227
3.0,583.2144319763248,3.4292353643739744,0.23952071746149092,0.0,0.0,0.0,579.5456759453377,550.3632899590431,28.145135244776025,0.3483100814927266,0.6889401608302911
4.0,246.7834098336389,2.578137138806436,0.3219089993049754,0.0,0.0,0.0,243.88336393442998,231.51261543083868,12.038858559334766,0.11190370888211575,0.2199857859820229
5.0,125.84892471521204,1.9939079735313567,0.38395967986054685,0.0,0.0,0.0,123.47105695894372,117.17497543720229,6.159837424648553,0.04594322871520686,0.0903009009592775
6.0,72.4191732282191,1.5926112089536344,0.42881521148013524,0.0,0.0,0.0,70.39774676849194,66.79829982596625,3.533925159919125,0.022087954108401656,0.04343385528064238
7.0,45.366039104323484,1.309860749761093,0.46357901187395656,0.0,0.0,0.0,43.5925992826564,41.35720212297559,2.200236517140744,0.011862739307224484,0.02329789840679926
8.0,30.29311873015569,1.1045322915030666,0.4922782956448818,0.0,0.0,0.0,28.696308152756114,27.219855552547223,1.4560062927125905,0.00690494386867788,0.01354133919120644
9.0,21.25360743401636,0.9493535728422497,0.5130721982609724,0.0,0.0,0.0,19.791181601044098,18.771138387393446,1.0073947755443233,0.004280218094889357,0.008368233371276328
10.0,15.539129548357455,0.8307500779502149,0.5324923967192252,0.0,0.0,0.0,14.175887064162723,13.443034750499406,0.7246332128893428,0.002785179795926137,0.005433923054764688
11.0,11.75557214673117,0.7359262582406064,0.5478074356859041,0.0,0.0,0.0,10.47183844796049,9.930475451459762,0.5358002648711421,0.0018862107812845435,0.0036765217511248805
12.0,9.145500124668215,0.6577017080000176,0.5621971816111425,0.0,0.0,0.0,7.925601238641194,7.514833509387791,0.40687985062860127,0.001321395112163087,0.002566480275224511
13.0,7.30359783036811,0.5925130488796924,0.5747569643820618,0.0,0.0,0.0,6.136327810306685,5.817996285401591,0.3155372228764123,0.0009501095187815024,0.0018441989863151674
14.0,5.960768689825937,0.537695072674572,0.585068408806115,0.0,0.0,0.0,4.8380052198972,4.586949876964544,0.2489978960307379,0.0006992181995986354,0.0013582251117866628
15.0,4.954186120091645,0.49027338671596227,0.5946220668808943,0.0,0.0,0.0,3.86929066940507,3.6680722299439843,0.19967325195368696,0.000525613768921999,0.0010195745824492968
16.0,4.194587948032576,0.44889091891877125,0.6036588449565643,0.0,0.0,0.0,3.1420381890572475,2.978471579393949,0.16238432350055992,0.00040287503298104787,0.0007794047833594389
17.0,3.6054621695235527,0.4122557402817588,0.6103995889860699,0.0,0.0,0.0,2.582806854257097,2.448398903194051,0.13348902396490755,0.00031324551430284285,0.0006056731918902159
18.0,3.142573766636238,0.37925937180535735,0.6170094533086113,0.0,0.0,0.0,2.1463049458109333,2.0345726786100156,0.111008031421595,0.00024688233250626663,0.00047734974779292606
19.0,2.7745588561513874,0.3511055782121327,0.6231470642141346,0.0,0.0,0.0,1.8003062106364986,1.7064480970440277,0.09327982902640172,0.00019730656397975893,0.0003809838772059271
