E_keV,mu_over_rho_cm2_per_g,MT502,MT504,MT515,MT516,MT517,photoelectric_total,subshell_MT534_0.54keV,subshell_MT535_0.03keV,subshell_MT536_0.01keV,subshell_MT537_0.01keV
25.0,2.109966517641878,0.28453910603986615,0.6371536246324733,0.0,0.0,0.0,1.1882737873239522,1.1246855085326897,0.06302086036490029,0.00019516618914151596,0.00037225188695918333
26.0,1.9524611205579707,0.26751350734080515,0.6391208148204351,0.0,0.0,0.0,1.0458267910226269,0.9898366014773775,0.05550770190272625,0.00016605800260179426,0.00031643003511911685
27.0,1.8172826212838793,0.2513457243719953,0.6408313714064897,0.0,0.0,0.0,0.9251055255748547,0.8755950871927024,0.04909797927348993,0.0001420926991928757,0.0002703660867852554
28.0,1.7014934187868351,0.2369492928026685,0.6425419279925442,0.0,0.0,0.0,0.8220021965130736,0.7780256378405424,0.04362167097336484,0.00012233197681552963,0.00023255574561094634
29.0,1.6011624436092229,0.22332403427761838,0.6442524845785986,0.0,0.0,0.0,0.7335859298736944,0.6943487687246149,0.038930323237328,0.00010585211570574767,0.000200986085796099
30.0,1.513931974508123,0.2113249995649454,0.6459630411646532,0.0,0.0,0.0,0.6566439383408026,0.6215214392987398,0.034855905248632586,9.202996573214944e-05,0.00017456355738017975
31.0,1.4368672716224826,0.19942006863468167,0.6476735977507077,0.0,0.0,0.0,0.5897736056969238,0.5581910580462472,0.03134981578800509,8.039177086683824e-05,0.00015233984381780367
32.0,1.3696929402779048,0.18954260049073723,0.6488266133803127,0.0,0.0,0.0,0.5313237267088787,0.5028490047094136,0.02827056977941734,7.055631548188979e-05,0.0001335957140279381
33.0,1.3090303371277106,0.1796651323467928,0.6490582814877213,0.0,0.0,0.0,0.4803069225871694,0.4545414145160157,0.025585792267552376,6.214883612391007e-05,0.00011756720503304445
34.0,1.2557391587137985,0.17086199346798464,0.6492899495951299,0.0,0.0,0.0,0.4355872154459022,0.41221417987456777,0.023214238986418355,5.49599184254398e-05,0.00010383665581455459
35.0,1.208540894650487,0.16269882272241992,0.6495216177025384,0.0,0.0,0.0,0.39632045459300486,0.3750612421448989,0.02111839851668668,4.876376610657222e-05,9.204996231454665e-05
36.0,1.1658528005587458,0.1547611442161121,0.649753285809947,0.0,0.0,0.0,0.36133837021543985,0.3419685961796607,0.01924450254717159,4.3404475251335274e-05,8.186695341325029e-05
37.0,1.128136971535695,0.14798748381155222,0.6499849539173556,0.0,0.0,0.0,0.3301645339535644,0.31245149549948675,0.01760116595069123,3.877471413851368e-05,7.309755791794625e-05
38.0,1.093919852547705,0.14121382340699234,0.6502166220247642,0.0,0.0,0.0,0.3024894070274178,0.28626293977988576,0.016126303437143292,3.474302971489797e-05,6.54203330100336e-05
39.0,1.0632175154006795,0.13490092473529555,0.6504482901321726,0.0,0.0,0.0,0.2778682998580749,0.2629695045109944,0.014808861442462776,3.1210526352465615e-05,5.872348864975259e-05
40.0,1.0355058001205624,0.12928023977708297,0.6505147184672923,0.0,0.0,0.0,0.2557108413580531,0.24199720860558802,0.013632626398083022,2.8112947559093924e-05,5.289381726655078e-05
41.0,1.0094057063549238,0.12365955481887039,0.6498721020652352,0.0,0.0,0.0,0.23587404911167592,0.2232249407086779,0.012576007086260318,2.5404268337803826e-05,4.769684336072953e-05
42.0,0.9857375330713765,0.11849332831175922,0.649229485663178,0.0,0.0,0.0,0.21801471952924129,0.20632539135266495,0.011623163049403444,2.3003703613261313e-05,4.3161256366957125e-05
43.0,0.9641642124035236,0.11384318975834487,0.6485868692611209,0.0,0.0,0.0,0.2017341546757743,0.1909173857552506,0.010756737984913927,2.0875128401119844e-05,3.9155188988516385e-05
44.0,0.9441324963103315,0.10919305120493052,0.6479442528590638,0.0,0.0,0.0,0.18699519250150898,0.17695602804055488,0.00998459697005928,1.8996391701282418e-05,3.5571189153294165e-05
45.0,0.9257172156936221,0.10483389551231934,0.6473016364570066,0.0,0.0,0.0,0.1735816841379937,0.16425893218705495,0.009273027215022073,1.732402803283773e-05,3.240026922408263e-05
46.0,0.9091058444444602,0.10099512045555556,0.6466590200549495,0.0,0.0,0.0,0.1614517035018978,0.15278127829506205,0.008625008308162305,1.5833729769079973e-05,2.9583416632869255e-05
47.0,0.8935872650979787,0.09715634539879178,0.6460164036528924,0.0,0.0,0.0,0.1504145151890691,0.14233335826113197,0.00803961065942486,1.4497053414540293e-05,2.7049718020863372e-05
48.0,0.8790475845848615,0.09337345178495962,0.6453737872508352,0.0,0.0,0.0,0.1403003462082395,0.1327571271301673,0.007505118368880753,1.3304132538202527e-05,2.4796572281256805e-05
49.0,0.8660234532044232,0.09021018117279422,0.6447311708487781,0.0,0.0,0.0,0.13108210147484778,0.12403579626852197,0.007011308917575128,1.2226771189014067e-05,2.2769526453464422e-05
50.0,0.8538224108274037,0.08704691056062883,0.644088554446721,0.0,0.0,0.0,0.12268694561493886,0.1160955765133198,0.006559177636135114,1.1253776868462362e-05,2.093766867818437e-05
51.0,0.8418514951849855,0.08388363994846341,0.6430482832853414,0.0,0.0,0.0,0.11491957158274971,0.10874540628697249,0.006144493617763089,1.0374217759621437e-05,1.929745011898732e-05
52.0,0.8306841636068529,0.08096174787724708,0.6419542993925664,0.0,0.0,0.0,0.10776811590738519,0.1019772040450292,0.005763511780954854,9.588281934962559e-06,1.781181074848133e-05
53.0,0.8203909147270261,0.07834558505591623,0.6408603154997914,0.0,0.0,0.0,0.10118501411218644,0.09574677767320845,0.005412911958422964,8.864027286644397e-06,1.6460519788009792e-05
54.0,0.8106925178258196,0.07572942223458536,0.6397663316070165,0.0,0.0,0.0,0.09519676419337124,0.0900835708360385,0.00508974388016224,8.210919674293334e-06,1.5238581023949697e-05
55.0,0.8013435015089824,0.0731132594132545,0.6386723477142414,0.0,0.0,0.0,0.08955789413898166,0.08474475855649095,0.0047913826455594,7.617554592970369e-06,1.4135433994216798e-05
56.0,0.7928096857560069,0.07083969382098106,0.6375783638214665,0.0,0.0,0.0,0.0843916284857657,0.0798559455966646,0.004515487810697144,7.076150264090136e-06,1.3118991050924368e-05
57.0,0.7848110709007887,0.06868559501971443,0.6364843799286914,0.0,0.0,0.0,0.07964109628621527,0.0753623495937013,0.004259969856591273,6.582871315519917e-06,1.2193925634404879e-05
58.0,0.7771147184656519,0.06653149621844781,0.6353903960359165,0.0,0.0,0.0,0.07519282628453226,0.07115238428870897,0.004022959727179819,6.134302114858719e-06,1.134796950551417e-05
59.0,0.7697303715645724,0.06437739741718118,0.6342964121431415,0.0,0.0,0.0,0.07105656208809483,0.06723748675628878,0.003802783143785564,5.7212828498738954e-06,1.0570902969262273e-05
60.0,0.7628222702348073,0.062397211576050715,0.6332024282503665,0.0,0.0,0.0,0.06722263051018432,0.0636094759482364,0.0035979380586575365,5.347146822383714e-06,9.869365356642326e-06
61.0,0.7564181414320023,0.060638742743275194,0.6321084443575915,0.0,0.0,0.0,0.06367095380583891,0.06024966544955286,0.0034070747549415268,4.998304387553765e-06,9.215295272245999e-06
62.0,0.7502416167651035,0.058880273910499666,0.6310144604648166,0.0,0.0,0.0,0.06034688280002302,0.05710461266608791,0.003228978458815823,4.678213776257497e-06,8.61342954956485e-06
63.0,0.7442782891570493,0.057121805077724144,0.6299204765720415,0.0,0.0,0.0,0.0572360079749963,0.05416100543228999,0.003062554651501071,4.383505119734207e-06,8.06433149940081e-06
64.0,0.7382941904438628,0.055363336244948616,0.6286052561076108,0.0,0.0,0.0,0.054325598185165774,0.05140582731868976,0.002908102474689646,4.110713693447295e-06,7.557706111001449e-06
65.0,0.7327557042338763,0.05388817973483465,0.6272665414939775,0.0,0.0,0.0,0.05160098334503528,0.04882651785635629,0.0027635106530691763,3.861912524244657e-06,7.0929860748155544e-06
66.0,0.7274464403681009,0.05244763166576019,0.6259278268803442,0.0,0.0,0.0,0.04907098209493578,0.04643108101897944,0.002629611492537247,3.628387541570754e-06,6.661180678053764e-06
67.0,0.7222958129711174,0.05100708359668573,0.624589112266711,0.0,0.0,0.0,0.046699616880781995,0.044189622304439645,0.002500316604599305,3.4117576720332345e-06,6.2662711519162284e-06
68.0,0.7172921902787738,0.049566535527611276,0.6232503976530778,0.0,0.0,0.0,0.04447525681285146,0.042083153142675404,0.0023829971842197224,3.2128998307736306e-06,5.893647798885382e-06
69.0,0.7124656891141393,0.04817153977639809,0.6219116830394446,0.0,0.0,0.0,0.04238246603471191,0.04010303257612392,0.0022708521064172637,3.0283444269867268e-06,5.553025251640107e-06
70.0,0.707978391521097,0.04699189521723531,0.6205729684258113,0.0,0.0,0.0,0.040413528334827836,0.03824099847405945,0.0021644385042354705,2.8565630336396703e-06,5.234855905560257e-06
71.0,0.7036436334295844,0.04581225065807253,0.619268132862535,0.0,0.0,0.0,0.03856324993576174,0.036489203676122094,0.0020664094816238007,2.698533502499113e-06,4.938238461725356e-06
72.0,0.69954813102678,0.044632606098909754,0.6180945257416532,0.0,0.0,0.0,0.036820998611098193,0.03484023424978442,0.0019735473785941213,2.5523329950485986e-06,4.664693879377576e-06
73.0,0.6955533697133393,0.043452961539746975,0.6169209186207716,0.0,0.0,0.0,0.03517948935636204,0.03328711432644045,0.0018855528458461706,2.4131130051176786e-06,4.409019342013034e-06
74.0,0.6916527836221412,0.042273316980584195,0.6157473114998898,0.0,0.0,0.0,0.03363215563002548,0.03182330158293515,0.0018024005906026514,2.283962993948724e-06,4.169486393857986e-06
75.0,0.6880458023391692,0.04129894781737819,0.6145737043790082,0.0,0.0,0.0,0.03217315037455362,0.030442676826559496,0.0017243643426656282,2.164030662515672e-06,3.945168648173057e-06
76.0,0.6845319985841161,0.0403356354577922,0.6134000972581264,0.0,0.0,0.0,0.030796265644353536,0.02913952859557327,0.0016509472594838255,2.051448743474647e-06,3.73830932624889e-06
77.0,0.6810942367764931,0.03937232309820622,0.6122264901372447,0.0,0.0,0.0,0.029495424026634784,0.027908533984282596,0.0015814001653475386,1.946198262713255e-06,3.5437139585767105e-06
78.0,0.6777273967837973,0.03840901073862024,0.611052883016363,0.0,0.0,0.0,0.028265502954217724,0.02674473933128352,0.0015155542297872028,1.8489159099834525e-06,3.3604674616922176e-06
79.0,0.6744333015465342,0.037445698379034255,0.6098792758954813,0.0,0.0,0.0,0.02710832679817532,0.025650174569263797,0.0014532052874845014,1.7559602890120504e-06,3.1909353420068185e-06
80.0,0.6711838481449577,0.03655146221100673,0.608615367814076,0.0,0.0,0.0,0.026017018143288013,0.024617197497673864,0.001395117650893946,1.6688274633487965e-06,3.0341894054203038e-06
81.0,0.668012224372054,0.03576646828291284,0.60728249973989,0.0,0.0,0.0,0.024963256985683104,0.023620377485686777,0.00133840820289292,1.587937502828468e-06,2.883410247939169e-06
82.0,0.6649053217005625,0.034981474354818944,0.605949631665704,0.0,0.0,0.0,0.02397421567514456,0.022684058255213947,0.0012859035616064516,1.5108686086203191e-06,2.743003394264015e-06
83.0,0.6618471554159967,0.034196480426725046,0.604616763591518,0.0,0.0,0.0,0.023033911229138712,0.021794936522749102,0.0012349240842838309,1.4388880700044016e-06,2.611784685023981e-06
84.0,0.6588275820121076,0.03341148649863115,0.603283895517332,0.0,0.0,0.0,0.02213220050346696,0.020941001912360906,0.0011873394720316743,1.3714137636876692e-06,2.4877368053640818e-06
85.0,0.6558701340549268,0.03262649257053725,0.601951027443146,0.0,0.0,0.0,0.0212926145448817,0.02014695185112011,0.001141983533621874,1.3083060334584189e-06,2.3708390520837593e-06
86.0,0.6529781738809816,0.0318821634250681,0.60061815936896,0.0,0.0,0.0,0.020477851446048093,0.019375695229804587,0.0010986442678866956,1.2495811695773659e-06,2.2623298444138385e-06
87.0,0.6502436181278733,0.03124422881076151,0.599285291294774,0.0,0.0,0.0,0.019714098167779477,0.018653305986752237,0.001057442350490067,1.1930451963507293e-06,2.1567619648461896e-06
88.0,0.6475440675698498,0.030606294196454924,0.597952423220588,0.0,0.0,0.0,0.018985350803175236,0.01796371744969662,0.001018434375642631,1.1393053428818237e-06,2.0596961220389212e-06
89.0,0.6448722011928879,0.02996835958214834,0.596619555146402,0.0,0.0,0.0,0.018284286731541723,0.01729950945741097,0.000981720709632849,1.089539435305817e-06,1.967072944403217e-06
90.0,0.6423905692321557,0.029330424967841752,0.5954355181442925,0.0,0.0,0.0,0.01762462655204232,0.016675892948398285,0.0009458108203641034,1.042105594967598e-06,1.8806819089418067e-06
91.0,0.6399597138162689,0.028692490353535167,0.5942727802303172,0.0,0.0,0.0,0.016994443340543647,0.016079782328776417,0.0009118661810812549,9.971440768482486e-07,1.7976241970008864e-06
92.0,0.6375552541797601,0.028054555739228583,0.5931100423163419,0.0,0.0,0.0,0.016390656412278097,0.01550766768171803,0.0008803139365244783,9.551209936774436e-07,1.719666949805333e-06
93.0,0.6352653424223992,0.02750610299581596,0.5919473044023666,0.0,0.0,0.0,0.015811935632829895,0.014960276638105143,0.0008490982978143424,9.145455039967474e-07,1.6461471737908255e-06
94.0,0.6330391179253849,0.026988624282882394,0.5907845664883914,0.0,0.0,0.0,0.015265927618504241,0.014443454960811905,0.0008200193412189951,8.764543999555951e-07,1.5768827706820814e-06
95.0,0.6308354824428578,0.026471145569948826,0.5896218285744161,0.0,0.0,0.0,0.014742508591240995,0.013948361336861182,0.0007917947757104677,8.400600708905376e-07,1.512373090268671e-06
96.0,0.628661107840044,0.02595366685701526,0.5884590906604409,0.0,0.0,0.0,0.014248350245615892,0.013481252666467252,0.0007648428856253908,8.058709125169844e-07,1.4488558258591817e-06
97.0,0.6265018564643028,0.025436188144081693,0.5872963527464655,0.0,0.0,0.0,0.013769315329687766,0.013027991570180687,0.0007391599094116078,7.732040733176538e-07,1.3907015017699455e-06
98.0,0.6243591611493317,0.02491870943114813,0.5861336148324903,0.0,0.0,0.0,0.013306837139544071,0.012590034278371354,0.0007147260946331465,7.424759308461404e-07,1.3342733023825303e-06
99.0,0.622242375538045,0.02440123071821456,0.584970876918515,0.0,0.0,0.0,0.012870267792332907,0.012177239803510355,0.0006910346616488749,7.127840341889836e-07,1.2805437973632626e-06
100.0,0.6201987901314238,0.02394322914973699,0.5838081390045398,0.0,0.0,0.0,0.012447421818740633,0.011776717059423581,0.0006687890577934606,6.85494574619335e-07,1.2301971563189851e-06
101.0,0.6181551821092677,0.023523587110236294,0.5825863810885096,0.0,0.0,0.0,0.012045213778091807,0.011396353779802618,0.0006470191081470543,6.588351187629402e-07,1.1820141537072467e-06
102.0,0.6161285226155881,0.0231039450707356,0.5813646231724793,0.0,0.0,0.0,0.011659954849854836,0.011031626182016158,0.0006265581643734278,6.338131483175202e-07,1.1367098849166768e-06
103.0,0.6141133496545468,0.022684303031234906,0.5801428652564491,0.0,0.0,0.0,0.01128618190498523,0.010677721134676653,0.0006067580022591938,6.099159430995737e-07,1.0929222323450009e-06
104.0,0.6121201557597699,0.02226466099173421,0.5789211073404189,0.0,0.0,0.0,0.010934387022890768,0.01034513530957824,0.0005876135769057662,5.86927537713909e-07,1.051183328561562e-06
105.0,0.6101387025723812,0.021845018952233515,0.5776993494243886,0.0,0.0,0.0,0.010594333662259384,0.010023186644423915,0.0005695707222695373,5.652220401119026e-07,1.0111091612918721e-06
106.0,0.6081723943206852,0.02142537691273282,0.5764775915083584,0.0,0.0,0.0,0.010269425478349886,0.009715836223863562,0.0005520713066334903,5.445323469984612e-07,9.734068043874204e-07
107.0,0.6062266106138341,0.021011810178702555,0.5752558335923281,0.0,0.0,0.0,0.009958967262719201,0.009422329686391855,0.0005351745953177196,5.250340279241478e-07,9.379384367095536e-07
108.0,0.6043577119560439,0.0206714005748792,0.5740340756762979,0.0,0.0,0.0,0.009652236049537008,0.009131713880334708,0.0005191129789283282,5.060216860896958e-07,9.031167745647705e-07
109.0,0.6025089298852165,0.02033099097105584,0.5728123177602678,0.0,0.0,0.0,0.009365621617419039,0.008860333786952827,0.0005039292333944952,4.879309918776785e-07,8.706937250856372e-07
110.0,0.6006699245057672,0.01999058136723248,0.5715905598442375,0.0,0.0,0.0,0.009088783973446196,0.008598430170854644,0.0004890439839027347,4.704726779160242e-07,8.393192199743216e-07
111.0,0.5988435283583072,0.01965017176340912,0.5703688019282073,0.0,0.0,0.0,0.008824554109743261,0.00834885724080584,0.0004744329828239416,4.5403304042937075e-07,8.098732981721268e-07
112.0,0.5970181835352019,0.019309762159585762,0.5691470440121771,0.0,0.0,0.0,0.00856137722446787,0.008099284310757038,0.0004608730146412214,4.3848571259549144e-07,7.814341626049577e-07
113.0,0.5953413356054748,0.018969352555762407,0.5680536968201796,0.0,0.0,0.0,0.008318286554324782,0.007869796106718972,0.0004473130464585011,4.2313815131745655e-07,7.542649766114711e-07
114.0,0.5937015489721051,0.018628942951939047,0.5669925956953764,0.0,0.0,0.0,0.00808001030633926,0.007644125255960151,0.0004347476169342101,4.089398698937728e-07,7.284683684226943e-07
115.0,0.5920653442299985,0.018288533348115688,0.5659314945705732,0.0,0.0,0.0,0.007845316292226756,0.007421967927705763,0.00042224994377329484,3.9497826846648505e-07,7.035023322537158e-07
116.0,0.5905050182096373,0.01800769578124984,0.5648703934457702,0.0,0.0,0.0,0.0076269288595010205,0.007215330243276475,0.0004105368727655791,3.8206211053357025e-07,6.796918501584779e-07
117.0,0.5889568811471856,0.01773266424437554,0.563809292320967,0.0,0.0,0.0,0.007414924570171809,0.007014920723395288,0.00039897746936361217,3.6932753452827924e-07,6.570058558750431e-07
118.0,0.5874151148084253,0.017457632707501235,0.5627481911961638,0.0,0.0,0.0,0.007209291177663262,0.006820252751373967,0.00038804543861001165,3.57395080629298e-07,6.355257263765598e-07
119.0,0.5858837141738977,0.01718260117062693,0.5616870900713606,0.0,0.0,0.0,0.007014023155451472,0.00663552100898634,0.0003775418962658911,3.457874632277713e-07,6.144672143516128e-07
120.0,0.5843593687115196,0.01690756963375263,0.5606259889465576,0.0,0.0,0.0,0.006825810524979077,0.0064574315529945065,0.00036744999603402853,3.346550558717226e-07,5.943828521500063e-07
121.0,0.5828427899672586,0.016632538096878327,0.5595648878217544,0.0,0.0,0.0,0.006645363902175437,0.0062871067642857395,0.00035735809580216595,3.2406378836987333e-07,5.749280917725163e-07
122.0,0.5813267799084265,0.016357506560004023,0.5585037866969512,0.0,0.0,0.0,0.0064654865464627885,0.0061167819755769725,0.0003478336653820996,3.139218270325722e-07,5.569722022395919e-07
123.0,0.5798198182437658,0.016082475023129723,0.5574426855721482,0.0,0.0,0.0,0.006294657737977523,0.005955210251299883,0.0003386042088023842,3.042274411802732e-07,5.390163127066676e-07
124.0,0.5783198556702914,0.01580744348625542,0.556381584447345,0.0,0.0,0.0,0.006130827377735367,0.005800352672862125,0.00032965812301921746,2.945330553279741e-07,5.220617533809772e-07
125.0,0.5768704624124755,0.015582666566129827,0.5553204833225418,0.0,0.0,0.0,0.005967313018161583,0.005645495094424368,0.0003210265178274211,2.8559825287727343e-07,5.057982920234091e-07
126.0,0.5754354492832939,0.015360938158576355,0.554257869450398,0.0,0.0,0.0,0.005816642293508953,0.00550299764347479,0.00031287825077092805,2.767345543280186e-07,4.897097666024975e-07
127.0,0.5739883282646541,0.01513920975102288,0.5531830160770437,0.0,0.0,0.0,0.005666103132365894,0.005360516430316459,0.00030484319214608546,2.6840584515393015e-07,4.750736162835954e-07
128.0,0.5725484817881236,0.014917481343469405,0.5521081627036892,0.0,0.0,0.0,0.005522837479986249,0.005225127943034137,0.0002969886334349129,2.604137696274039e-07,4.604374659646932e-07
129.0,0.5711120393693602,0.014695752935915931,0.5510333093303349,0.0,0.0,0.0,0.00538297665073206,0.005092661196384726,0.0002896159962779309,2.526441921875339e-07,4.468253023622172e-07
130.0,0.5696810777395104,0.014474024528362456,0.5499584559569805,0.0,0.0,0.0,0.005248596582478731,0.004965674805626837,0.00028224335912094885,2.451282843247201e-07,4.3330884569424837e-07
131.0,0.5682532094591579,0.014252296120808982,0.5488836025836261,0.0,0.0,0.0,0.0051173102679095556,0.004841391199952025,0.0002752603783661834,2.379818343356073e-07,4.206689051119391e-07
132.0,0.5668313166319592,0.01403056771325551,0.5478087492102717,0.0,0.0,0.0,0.004991999535049482,0.004722902349333823,0.00026845799790789395,2.309510899919331e-07,4.082353273296682e-07
133.0,0.5654127838727502,0.013808839305702035,0.5467338958369172,0.0,0.0,0.0,0.0048700486484535045,0.004607423956619363,0.00026200381072612904,2.244684704413664e-07,3.96372441963743e-07
134.0,0.5640159886587829,0.013602627136334578,0.5456590424635629,0.0,0.0,0.0,0.004754319429250163,0.004497990008772841,0.0002557263657003585,2.179858508907997e-07,3.8513326400214653e-07
135.0,0.5626457136708412,0.013422644507953777,0.5445841890902084,0.0,0.0,0.0,0.004638880500202334,0.00438855606092632,0.0002497384026298344,2.1193249858896268e-07,3.741609617339469e-07
136.0,0.5612787806743299,0.013242661879572978,0.5435093357168541,0.0,0.0,0.0,0.004526783724068855,0.004282464115129937,0.00024375043955931035,2.059388022531772e-07,3.6318865946574733e-07
137.0,0.5599170534077736,0.013062679251192179,0.5424344823434997,0.0,0.0,0.0,0.004419891670168012,0.004181422644820971,0.00023791562610985559,2.0027718791112103e-07,3.531074487746796e-07
138.0,0.5585569588872042,0.01288269662281138,0.5413596289701453,0.0,0.0,0.0,0.004314633686945169,0.004081648104175596,0.0002324477981459717,1.9468845230912097e-07,3.430499911088682e-07
139.0,0.5572014666825655,0.012702713994430579,0.5402847755967909,0.0,0.0,0.0,0.004213977456548835,0.003986474521095009,0.00022697997018208778,1.8941776055672107e-07,3.335605050481824e-07
140.0,0.555849483323865,0.01252273136604978,0.5392099222234366,0.0,0.0,0.0,0.004116829446725733,0.0038945814376402533,0.00022173941307784847,1.8430991542833855e-07,3.243369505768242e-07
141.0,0.5545003085362976,0.01234274873766898,0.5381350688500821,0.0,0.0,0.0,0.004022490806532428,0.0038053063151266076,0.00021668953145190383,1.794287231736984e-07,3.155514983353122e-07
142.0,0.5532600486614389,0.012162766109288181,0.5371689083358469,0.0,0.0,0.0,0.003928374653654494,0.0037162226081103775,0.00021167072662328157,1.745475309190583e-07,3.0676604609380026e-07
143.0,0.5520632543388785,0.01198278348090738,0.5362394893462947,0.0,0.0,0.0,0.0038409810327448756,0.003633552347313564,0.00020696015949963947,1.6989282795470966e-07,2.986200190948931e-07
144.0,0.550891315046927,0.011827656675363176,0.5353100703567426,0.0,0.0,0.0,0.0037535876072130226,0.003550882086516751,0.00020224959237599734,1.654136950697233e-07,2.90541725130041e-07
145.0,0.5497320410954792,0.011681402102200103,0.5343806513671905,0.0,0.0,0.0,0.0036699877497350943,0.0034717515666356476,0.00019779235543302976,1.6104136869827e-07,2.8279558016524355e-07
146.0,0.5485770166842899,0.01153514752903703,0.5334512323776383,0.0,0.0,0.0,0.0035906361116389237,0.0033968438955662697,0.00019335999794296399,1.568403813972966e-07,2.7544568313033593e-07
147.0,0.5474223151281693,0.011388892955873958,0.5325218133880861,0.0,0.0,0.0,0.003511608864806774,0.0033219362244968917,0.00018925156193047642,1.5284319001678384e-07,2.6817241265496925e-07
148.0,0.5462682081494697,0.011242638382710885,0.531592394398534,0.0,0.0,0.0,0.00343317499681105,0.0032476131560624055,0.00018515153180638375,1.4892227874252768e-07,2.613346533516699e-07
149.0,0.5451200740117126,0.011096383809547812,0.5306629754089819,0.0,0.0,0.0,0.003360715001063209,0.0031792638847203225,0.00018105150168229109,1.4506585768493243e-07,2.545392161270175e-07
