Z,Density_g_cm3,MT,Label,Binding_eV,Fluorescence_yield,Points
8,0.001332,501,total_interaction,,,4071
8,0.001332,502,MT502,,,338
8,0.001332,504,MT504,,,405
8,0.001332,515,MT515,,,213
8,0.001332,516,MT516,,,454
8,0.001332,517,MT517,,,298
8,0.001332,522,photoelectric_total,,,2970
8,0.001332,534,subshell_MT534_0.54keV,538.0,,669
8,0.001332,535,subshell_MT535_0.03keV,28.48,,756
8,0.001332,536,subshell_MT536_0.01keV,13.62,,907
8,0.001332,537,subshell_MT537_0.01keV,13.62,,901
