E_keV,mu_over_rho_cm2_per_g,MT502,MT504,MT515,MT516,MT517,photoelectric_total,subshell_MT534_9.66keV,subshell_MT535_1.20keV,subshell_MT536_1.05keV,subshell_MT537_1.02keV,subshell_MT538_0.14keV,subshell_MT539_0.09keV,subshell_MT540_0.09keV,subshell_MT541_0.01keV,subshell_MT542_0.01keV,subshell_MT543_0.01keV
104.0,2.178321630077617,0.21552384650161047,0.5998181306750178,0.0,0.0,0.0,1.3629796504421254,1.220265662749531,0.11173581239573505,0.004590776434985223,0.007134963750952073,0.016590407964010134,0.0006632888883256102,0.0010261427281692927,3.260170768976278e-06,4.163186080409515e-06,0.0009651739107706367
105.0,2.1348545674427872,0.21202661137256326,0.5988767709162273,0.0,0.0,0.0,1.323951187081795,1.1853076637594506,0.1086267712542711,0.004433717763564174,0.006888118616318943,0.016119695435475874,0.0006406549548563929,0.0009897133445606419,3.128354256608715e-06,3.990655857470273e-06,0.000937733003071932
106.0,2.0928426388870482,0.20852937624351606,0.5979354111574369,0.0,0.0,0.0,1.2863778547114284,1.151738372403302,0.10554409282826578,0.004284153692030749,0.006648304677034652,0.01566908748673718,0.0006191653308992205,0.0009562305634200128,3.0012154895953307e-06,3.828000803368848e-06,0.0009116166318888284
107.0,2.051962851314265,0.20503214111446888,0.5969940513986464,0.0,0.0,0.0,1.2499366606565352,1.1190669681950152,0.10265577129006025,0.004142351694786293,0.006420807480115714,0.015236100460919083,0.0005986368238794952,0.0009231145471194616,2.8796006402371977e-06,3.670859012841204e-06,0.0008863589400674483
108.0,2.012752169897985,0.20153490598542168,0.5960526916398559,0.0,0.0,0.0,1.215164571458852,1.087994050362465,0.09981014991313607,0.004004095424554334,0.0062033647931591,0.014813303004994697,0.0005791833618902338,0.0008922481509130453,2.765544318040231e-06,3.524450491291314e-06,0.0008618866099523241
109.0,1.9747808895662742,0.19803767085637447,0.5951113318810655,0.0,0.0,0.0,1.1816318866768238,1.0579713553043888,0.09711224582584965,0.003873634672871859,0.005992975753846264,0.014414554673104556,0.0005602411933356883,0.0008622260027236184,2.656640262809113e-06,3.384269889377102e-06,0.0008386123514201227
110.0,1.9377472825696056,0.1945404357273273,0.594169972122275,0.0,0.0,0.0,1.1490368724404958,1.028792302444702,0.09448300265239717,0.0037466361958434485,0.0057939891837594844,0.014023853012580762,0.0005420228602298004,0.0008334805822235621,2.5543688025317785e-06,3.2504378731117883e-06,0.0008157820644525298
111.0,1.9022108100011086,0.1910432005982801,0.5932286123634845,0.0,0.0,0.0,1.1179389982537882,1.0009717847639656,0.09195758612068347,0.0036267317116527938,0.0056029926905109394,0.01364942663726243,0.0005245218169814297,0.0008062113193449812,2.4546931018206714e-06,3.123938024866999e-06,0.000794163842138265
112.0,1.8680514838813629,0.1878505104695849,0.5922872526046941,0.0,0.0,0.0,1.0879137226843698,0.9740958656067404,0.08952602729136583,0.003514895777377902,0.00542164847761941,0.013289033139603359,0.0005079049697144347,0.0007798867049374073,2.360539279153511e-06,3.0041587548450785e-06,0.0007730959469219052
113.0,1.8353632819964396,0.18503997008804726,0.5914404711181758,0.0,0.0,0.0,1.058882839258474,0.9481349678273056,0.0871571848337073,0.0034030598431030105,0.005245987270429616,0.012936938015907657,0.0004920632839680276,0.00075476379627628,2.269904424801945e-06,2.8872827419760007e-06,0.000752718614220363
114.0,1.8043501501619945,0.18222942970650963,0.5906174398078659,0.0,0.0,0.0,1.031503278040548,0.9236746431311997,0.08490638943759996,0.0032977880863617045,0.00507588602518848,0.012602860854948623,0.0004765842848021568,0.0007309109065813004,2.184065538477119e-06,2.777140296275504e-06,0.0007332554241206066
115.0,1.7733938617323222,0.17941888932497202,0.5897944084975559,0.0,0.0,0.0,1.004180564212534,0.8992143184350939,0.08269123370003176,0.0031958655369594712,0.004913436713416454,0.01227749551680405,0.0004619736155125182,0.0007072469187796916,2.1037227049085924e-06,2.672329406217343e-06,0.000714216623832705
