E_keV,mu_over_rho_cm2_per_g,MT502,MT504,MT515,MT516,MT517,photoelectric_total,subshell_MT534_80.73keV,subshell_MT535_14.36keV,subshell_MT536_13.74keV,subshell_MT537_11.92keV,subshell_MT538_3.43keV,subshell_MT539_3.15keV,subshell_MT540_2.75keV,subshell_MT541_2.29keV,subshell_MT542_2.21keV,subshell_MT543_0.76keV,subshell_MT544_0.65keV,subshell_MT545_0.55keV,subshell_MT546_0.36keV,subshell_MT547_0.34keV,subshell_MT548_0.09keV,subshell_MT549_0.09keV,subshell_MT550_0.11keV,MT551,MT552,MT553,MT554,MT559
11.0,569.945613385815,20.325089617797303,0.30970861146604567,0.0,0.0,0.0,549.3108153517992,0.0,0.0,0.0,0.0,66.05203526274357,81.84716597551036,136.65540639576983,64.36546957345311,83.03188687670362,17.818704260519624,19.421598312486037,31.553329642539623,13.422138110968532,17.22200076277847,1.1333333512724142,1.3696363376637486,3.6605335619187898,3.4445741191226626,5.329547719047737,1.2757138477373495,1.5505787850906403,0.15716231112225312
12.0,1136.470066724455,14.898485671119388,0.3288279629324317,0.0,0.0,0.0,1121.2427519218872,0.0,0.0,0.0,683.5528245652725,56.202887403456614,67.5566992917503,110.64768435174275,47.87626417533854,61.505198212072855,15.01869952120907,15.991106338422297,25.56983474291793,10.153033654379273,12.947139759758045,0.7798187639672888,0.9408876643883664,3.084808959810671,2.8359856116333346,4.312610223236431,0.9666901109907046,1.1683491563379462,0.1322299897864002
13.0,920.6404295040189,17.277258018334972,0.3465781934353981,0.0,0.0,0.0,903.016592837772,0.0,0.0,0.0,548.1322942952821,48.27512735579887,56.48852628046086,90.78106040190087,36.437507816063274,46.48267503201985,12.836112183303033,13.353138900227952,20.97531223182703,7.825364046624159,9.92441927626811,0.5514995196612382,0.6626196323780779,2.6278701214462674,2.364203606999153,3.543892197744073,0.7464111110840196,0.8958297740750562,0.11272987876951784
14.0,1046.8543558867364,16.226952174414418,0.36258362198095617,0.0,0.0,0.0,1030.264820725315,0.0,0.0,291.3564519651624,446.911976243593,41.84526008816963,47.661444143626795,75.37147618052738,28.2243903394801,35.81322267406619,11.069255582129033,11.254676464348062,17.43928590651191,6.12503905445428,7.731792647129975,0.39908055435691286,0.4783894633815955,2.264399564027171,1.994115980543361,2.9432362138612285,0.5850771633840053,0.6991397326109383,0.09711034117165798
15.0,1014.675856978263,16.998099897114276,0.3779687415783206,0.0,0.0,0.0,997.2997891412587,0.0,139.86316298252186,245.10575461738503,368.92461945035126,36.60711173831396,40.60536444863459,63.26799561878504,22.168256186103818,28.016384585959457,9.639969786966232,9.582794907807031,14.64295507633147,4.868955603438363,6.115869184828978,0.2945571586620116,0.35247989530492235,1.9689410878767737,1.6973855902489814,2.473236413394299,0.46579537313141667,0.5537758149826736,0.08442303120508508
16.0,863.8895355677364,17.0726023570867,0.39291149521556556,0.0,0.0,0.0,846.4240223793045,0.0,125.37992296243881,207.66946206904854,308.23943084189864,32.223919529101934,34.86022724786415,53.5376923955731,17.693814947124732,22.242890008667253,8.457268734386128,8.229581694490433,12.416083450421182,3.916073132129752,4.898586096832554,0.22134649719994134,0.26408896833001116,1.7255486750563673,1.4586179688636838,2.096061998423262,0.37530745342966854,0.44405968255496053,0.07403727168113183
17.0,740.85860416402,16.63463683074483,0.4058664811812527,0.0,0.0,0.0,723.8181002692778,0.0,112.41095143116007,177.55359268696614,259.1900198756927,28.561169930997227,30.164393872204748,45.74971136778725,14.27417746145153,17.867901142558612,7.473345177031706,7.124205105085644,10.608786913346988,3.1905376376822345,3.9680236654595453,0.16910136679048743,0.20121007043825082,1.5248657289341,1.2606671938610583,1.7934733000007537,0.30610399693465185,0.3604882733455282,0.06537416450483029
18.0,641.2027700952276,15.844769387171135,0.4186762984544944,0.0,0.0,0.0,624.9393245285128,0.0,101.57241654436957,153.22842055494883,220.0966159907591,25.500043999801232,26.273065174824954,39.32368674840384,11.654287689408584,14.528826160401092,6.648366546900559,6.205475895181241,9.145361294426959,2.6228211400225447,3.2498265294682893,0.13093226314141615,0.15555477290402986,1.3545101583153465,1.0992137201722796,1.544407424182059,0.2519603764385074,0.2954414526774929,0.05808946330117072
19.0,558.5994854133029,15.013738355272537,0.4309623033458047,0.0,0.0,0.0,543.1547847497105,0.0,92.3381181105782,132.7034783477136,188.18280531804405,22.842261136376763,23.043514747362067,34.08640153665393,9.614017658607663,11.919117168157715,5.945520590294084,5.441420776930912,7.929453537748819,2.1784900773350224,2.6851043243100756,0.10273310966294459,0.12163732012472914,1.2104200519978445,0.9637328570946341,1.3405995615863984,0.2095855912439168,0.24443866633982148,0.05193469295664081
20.0,489.65083452528324,14.199240354768227,0.44314968963365625,0.0,0.0,0.0,475.00844507041313,0.0,83.98145415789267,115.78229162677299,161.9761990760527,20.572464241808383,20.29059260096812,29.709687509160855,7.9885273599208295,9.876228036762502,5.343995323823052,4.79412344839321,6.920851358648012,1.8228425364040868,2.2384413928489115,0.08150647949253205,0.096430618706079,1.0878665258461435,0.849157267538225,1.1695364411151796,0.1754914154973853,0.2040900820662157,0.046667081580247745
