E_keV,photons_per_keV
27.282666666666664,728481.5438208109
27.38222222222222,725467.4751930436
27.481777777777776,722475.2441100776
27.581333333333333,719504.6141023182
27.680888888888887,716555.3521020645
27.78044444444444,713627.2283825538
27.88,710720.0164983106
27.979555555555553,707833.4932267712
28.07911111111111,704967.4385111474
28.178666666666665,702121.6354045045
28.278222222222222,699295.8700150176
28.377777777777776,696489.9314523827
28.47733333333333,693703.6117753497
28.576888888888888,690936.7059403539
28.676444444444442,688189.0117512167
28.776,685460.3298098897
28.875555555555554,682750.4634682199
28.975111111111108,680059.2187807064
29.074666666666666,677386.4044582299
29.17422222222222,674731.8318227296
29.273777777777777,672095.3147628022
29.37333333333333,669476.669690208
29.47288888888889,666875.7154972551
29.572444444444443,664292.2735150455
29.671999999999997,661726.1674725625
29.771555555555555,659177.2234565781
29.87111111111111,656645.2698723621
29.970666666666666,654130.1374051751
30.07022222222222,651631.6589825255
30.169777777777774,649149.6697371738
30.269333333333332,646684.0069708683
30.368888888888886,644234.5101187923
30.468444444444444,641801.0207147094
30.567999999999998,639383.3823567902
30.667555555555555,636981.4406741026
30.76711111111111,634595.0432937561
30.866666666666664,632224.0398086779
30.96622222222222,629868.2817460143
31.065777777777775,627527.6225361372
31.165333333333333,625201.9174822458
31.264888888888887,622891.0237305486
31.36444444444444,620594.800241013
31.464,618313.1077586717
31.563555555555553,616045.8087854703
31.66311111111111,613792.7675526467
31.762666666666664,611553.8499936302
31.862222222222222,609328.9237174487
31.961777777777776,607117.8579826324
32.06133333333333,604920.5236716036
32.16088888888889,602736.7932655433
32.260444444444445,600566.5408197226
32.36,598409.6419392872
32.45955555555555,596265.9737554924
32.55911111111111,594135.414902369
32.65866666666666,592017.84549382
32.758222222222216,589913.1471011314
32.85777777777778,587821.2027308956
32.95733333333333,585741.8968033313
33.056888888888885,583675.1151309978
33.156444444444446,581620.7448978911
33.256,579578.6746389169
33.355555555555554,577548.7942197297
33.45511111111111,575530.9948169334
33.55466666666666,573525.1688986326
33.654222222222224,571531.2102053311
33.75377777777778,569549.013731167
33.85333333333333,567578.4757054789
33.952888888888886,565619.4935746978
34.05244444444444,563671.9659845541
34.152,561735.7927625999
34.251555555555555,559810.8749010304
34.35111111111111,557897.1145398103
34.45066666666666,555994.4149500872
34.55022222222222,554102.680517896
34.64977777777778,552221.8167281407
34.74933333333333,550351.7301488556
34.84888888888889,548492.3284157319
34.94844444444444,546643.5202169121
35.047999999999995,544805.2152780415
35.147555555555556,542977.3243475748
35.24711111111111,541159.7591823321
35.346666666666664,539352.4325332976
35.44622222222222,537555.2581316583
35.54577777777778,535768.150675078
35.64533333333333,533991.0258142006
35.74488888888889,532223.8001393784
35.84444444444444,530466.3911676226
35.943999999999996,528718.7173297709
36.04355555555556,526980.6979578659
36.14311111111111,525252.2532727445
36.242666666666665,523533.3043718301
36.34222222222222,521823.77321712574
36.44177777777777,520123.58262340544
36.541333333333334,518432.6562465958
36.64088888888889,516750.9185723507
36.74044444444444,515078.294904808
36.839999999999996,513414.71135553124
36.93955555555555,511760.09483262873
37.03911111111111,510114.373030049
37.138666666666666,508477.4744170478
37.23822222222222,506849.328227824
37.337777777777774,505229.86445132236
37.43733333333333,503619.0138211971
37.53688888888889,502016.70780593704
37.63644444444444,500422.8785991469
37.736,498837.4591099814
37.83555555555555,497260.382953732
37.93511111111111,495691.5844425606
38.034666666666666,494130.9985763799
38.13422222222222,492578.5610338753
38.233777777777775,491034.2081636678
38.33333333333333,489497.8769756152
38.43288888888889,487969.50513224694
38.532444444444444,486449.0309403336
38.632,484936.39334258495
38.73155555555555,483431.5319094771
38.831111111111106,481934.38683120545
38.93066666666667,480444.8989097602
39.03022222222222,478963.00955112453
39.129777777777775,477488.66075759043
39.22933333333333,476021.7951201924
39.32888888888888,474562.3558112558
39.428444444444445,473110.2865770583
39.528,471665.53173060186
39.62755555555555,470228.0361444942
39.72711111111111,468797.7452439366
39.82666666666667,467374.6049998173
39.92622222222222,465958.56192190875
40.025777777777776,464549.5630521651
40.12533333333333,463147.55595812004
40.224888888888884,461752.4887263842
40.324444444444445,460364.3099562354
40.424,458982.9687533078
40.523555555555554,457608.41472337063
40.62311111111111,456240.5979661999
40.72266666666666,454879.4690695406
40.82222222222222,453524.9791031556
40.92177777777778,452177.07961296313
41.02133333333333,450835.7226152581
41.120888888888885,449500.8605910185
41.22044444444444,448172.44648029393
41.32,446850.4336766748
41.419555555555554,445534.7760218424
41.51911111111111,444225.427800196
41.61866666666666,442922.34373355785
41.71822222222222,441625.4789759546
41.81777777777778,440334.7891084713
41.91733333333333,439050.23013418156
42.016888888888886,437771.75847314636
42.11644444444444,436499.33095748763
42.216,435232.9048265276
42.315555555555555,433972.43772200047
42.41511111111111,432717.88768332876
42.51466666666666,431469.2131429668
42.61422222222222,430226.3729218106
42.71377777777778,428989.3262246703
42.81333333333333,427758.03263580694
42.91288888888889,426532.45211453084
43.01244444444444,425312.54499086086
43.111999999999995,424098.2719612447
43.211555555555556,422889.5940843372
43.31111111111111,421686.4727768383
43.410666666666664,420488.86980938644
43.51022222222222,419296.74730251014
43.60977777777777,418110.06772263366
43.70933333333333,416928.79387813807
43.80888888888889,415752.88891547633
43.90844444444444,414582.3163153392
44.007999999999996,413417.0398888762
44.10755555555555,412257.0237739653
44.20711111111111,411102.23243153415
44.306666666666665,409952.630641931
44.40622222222222,408808.1835013435
44.50577777777777,407668.85641826637
44.605333333333334,406534.6151100164
44.70488888888889,405405.4255992941
44.80444444444444,404281.25421078975
44.903999999999996,403162.06756783696
45.00355555555555,402047.8325891087
45.10311111111111,400938.51648535783
45.202666666666666,399834.0867562012
45.30222222222222,398734.5111869452
45.401777777777774,397639.75784545345
45.50133333333333,396549.7950790558
45.60088888888889,395464.5915114977
45.70044444444444,394384.11603992974
45.8,393308.33783193526
45.89955555555555,392237.22632259876
45.999111111111105,391170.75121160963
46.09866666666667,390108.88246040663
46.19822222222222,389051.59028935625
46.297777777777775,387998.84517496923
46.39733333333333,386950.61784715275
46.49688888888889,385906.87928649737
46.596444444444444,384867.60072159924
46.696,383832.75362641603
46.79555555555555,382802.30971765745
46.895111111111106,381776.240952208
46.99466666666667,380754.5195245833
47.09422222222222,379737.11786441854
47.193777777777775,378724.0086339879
47.29333333333333,377715.1647257566
47.39288888888888,376710.55925996293
47.492444444444445,375710.1655822306
47.592,374713.9572612122
47.69155555555555,373721.90808626026
47.79111111111111,372733.9920651295
47.89066666666666,371750.18342170585
47.99022222222222,370770.45659376547
48.089777777777776,369794.78623076034
48.18933333333333,368823.14719163167
48.288888888888884,367855.5145426505
48.38844444444444,366891.86355528503
48.488,365932.1697040937
48.587555555555554,364976.40866464516
48.68711111111111,364024.5563114624
48.78666666666666,363076.5887159933
48.88622222222222,362132.4821446052
48.98577777777778,361192.21305660444
49.08533333333333,360255.75810227945
49.184888888888885,359323.0941209683
49.28444444444444,358394.1981391487
49.384,357469.0473685522
49.483555555555554,356547.6192043008
49.58311111111111,355629.8912230648
49.68266666666666,354715.8411812453
49.78222222222222,353805.44701317564
49.88177777777778,352898.68682934693
49.98133333333333,351995.53891465295
50.080888888888886,351095.981726657
50.18044444444444,350199.99389387894
50.279999999999994,349307.5542141025
50.379555555555555,348418.6416527033
50.47911111111111,347533.23534099606
50.57866666666666,346651.3145746013
50.67822222222222,345772.8588118315
50.77777777777777,344897.8476720965
50.87733333333333,344026.2609343269
50.97688888888889,343158.07853541704
51.07644444444444,342293.28056868474
51.175999999999995,341431.84728235035
51.275555555555556,340573.7590780326
51.37511111111111,339718.99650926306
51.474666666666664,338867.5402800158
51.57422222222222,338019.3712432567
51.67377777777777,337174.4703995073
51.77333333333333,336332.8188954265
51.87288888888889,335494.39802240825
51.97244444444444,334659.1892151951
52.071999999999996,333827.17405050783
52.17155555555555,332998.33424569137
52.27111111111111,332172.65165737475
52.370666666666665,331350.10828014807
52.47022222222222,330530.6862452531
52.56977777777777,329714.3678192896
52.66933333333333,328901.135402936
52.76888888888889,328090.9715296846
52.86844444444444,327283.8588645911
52.967999999999996,326479.78020303836
53.06755555555555,325678.71846951323
53.16711111111111,324880.6567163989
53.266666666666666,324085.57812277897
53.36622222222222,323293.46599325567
53.465777777777774,322504.3037567816
53.56533333333333,321718.07496550365
53.66488888888889,320934.76329362084
53.76444444444444,320154.3525362542
53.864,319376.82660832873
53.96355555555555,318602.169543469
54.063111111111105,317830.3654929057
54.16266666666667,317061.3987243953
54.26222222222222,316295.2536211506
54.361777777777775,315531.9146807839
54.46133333333333,314771.3665142611
54.56088888888888,314013.5938448677
54.660444444444444,313258.58150718594
54.76,312506.31444608304
54.85955555555555,311756.7777157105
54.959111111111106,311009.9564785144
55.05866666666666,310265.8360042561
55.15822222222222,309524.40166904405
55.257777777777775,308785.6389543754
55.35733333333333,308049.53344618896
55.456888888888884,307316.07083392696
55.556444444444445,306585.2369096083
55.656,305857.0175669109
55.75555555555555,305131.3988002639
55.85511111111111,304408.3667039501
55.95466666666666,303687.90747121756
56.05422222222222,302970.00739340053
56.153777777777776,302254.6528590505
56.25333333333333,301541.83035307506
56.352888888888884,300831.52645588777
56.45244444444444,300123.72784256533
56.552,299418.42128201446
56.651555555555554,298715.5936361477
56.75111111111111,298015.23185906745
56.85066666666666,297317.3229962588
56.950222222222216,296621.8541837907
57.04977777777778,295928.8126475257
57.14933333333333,295238.18570233777
57.248888888888885,294549.9607513387
57.34844444444444,293864.1252851113
57.44799999999999,293180.66688095266
57.547555555555554,292499.573202123
57.64711111111111,291820.8319971043
57.74666666666666,291144.43109886505
57.84622222222222,290470.35842413345
57.94577777777778,3089798.601972678
58.04533333333333,289129.14982659457
58.144888888888886,288461.9901496035
58.24444444444444,287797.1111863498
58.343999999999994,287134.5012617142
58.443555555555555,286474.1487801289
58.54311111111111,285816.0422249018
58.64266666666666,285160.1701575466
58.74222222222222,284506.52121712005
58.84177777777777,283855.0841195664
58.94133333333333,283205.8476570677
59.04088888888889,282558.8006974008
59.14044444444444,281913.9321833019
59.239999999999995,281271.2311318356
59.33955555555555,5780630.686633772
59.43911111111111,279992.28785297077
59.538666666666664,279356.02402576647
59.63822222222222,278721.8844603674
59.73777777777777,278089.85853625456
59.83733333333333,277459.9357035897
59.93688888888889,276832.10548262775
60.03644444444444,276206.357463136
60.135999999999996,275582.6813038184
60.23555555555555,274961.06673174637
60.33511111111111,274341.50354179397
60.434666666666665,273723.9815960804
60.53422222222222,273108.49082341633
60.63377777777777,272495.02121875645
60.73333333333333,271883.56284265785
60.83288888888889,271274.10582074255
60.93244444444444,270666.64034316636
61.032,270061.15666409285
61.13155555555555,269457.64510117105
61.231111111111105,268856.0960350207
61.330666666666666,268256.4999087201
61.43022222222222,267658.84722730063
61.529777777777774,267063.12855724536
61.62933333333333,266469.33452599257
61.72888888888888,265877.45582144434
61.82844444444444,265287.48319147987
61.928,264699.40744347306
62.02755555555555,264113.21944381547
62.127111111111105,263528.91011744307
62.22666666666667,262946.47044736816
62.32622222222222,262365.89147421555
62.425777777777775,261787.16429576284
62.52533333333333,261210.280066486
62.62488888888888,260635.22999710802
62.724444444444444,260062.0053541531
62.824,259490.59745950406
62.92355555555555,258920.99768996504
63.023111111111106,258353.19747682678
63.12266666666666,257787.18830543786
63.22222222222222,257222.9617147784
63.321777777777775,256660.50929703913
63.42133333333333,256099.82269720302
63.520888888888884,255540.89361263203
63.62044444444444,254983.7137926573
63.72,254428.27503817287
63.81955555555555,253874.5692012338
63.91911111111111,253322.58818465762
64.01866666666666,252772.32394162958
64.11822222222222,252223.7684753118
64.21777777777777,251676.91383845563
64.31733333333332,251131.75213301808
64.41688888888888,250588.2755097814
64.51644444444443,250046.47616797665
64.616,249506.34635490994
64.71555555555555,248967.87836559338
64.81511111111111,248431.0645423782
64.91466666666666,247895.8972745916
65.01422222222222,247362.3689981777
65.11377777777777,246830.47219534044
65.21333333333332,246300.1993941912
65.31288888888889,245771.54316839817
65.41244444444445,245244.4961368405
65.512,244719.05096326396
65.61155555555555,244195.20035594105
65.71111111111111,243672.9370673336
65.81066666666666,243152.25389375852
65.91022222222222,242633.14367505643
66.00977777777777,242115.59929426378
66.10933333333332,241599.6136772872
66.20888888888888,241085.17979258165
66.30844444444445,240572.2906508305
66.408,240060.93930462946
66.50755555555556,239551.11884817263
66.60711111111111,239042.82241694158
66.70666666666666,238536.04318739753
66.80622222222222,238030.77437667554
66.90577777777777,237527.0092422826
67.00533333333333,237024.74108179685
67.10488888888888,236523.9632325711
67.20444444444443,1936024.669071438
67.304,235526.85201441692
67.40355555555556,235030.50551642737
67.50311111111111,234535.62307099896
67.60266666666666,234042.19820998903
67.70222222222222,233550.22450330015
67.80177777777777,233059.69555860112
67.90133333333333,232570.60502104985
68.00088888888888,232082.94657301914
68.10044444444443,231596.71393382453
68.2,231111.90085945465
68.29955555555556,230628.50114230404
68.39911111111111,230146.50861090823
68.49866666666667,229665.91712968092
68.59822222222222,229186.72059865372
68.69777777777777,228708.9129532181
68.79733333333333,228232.48816386974
68.89688888888888,227757.44023595433
68.99644444444444,227283.76320941688
69.09599999999999,226811.45115855182
69.19555555555556,226340.49819175625
69.29511111111111,225870.898451285
69.39466666666667,225402.64611300762
69.49422222222222,224935.73538616736
69.59377777777777,224470.16051314306
69.69333333333333,224005.91576921206
69.79288888888888,223542.9954623156
69.89244444444444,223081.39393282626
69.99199999999999,222621.10555331732
70.09155555555556,222162.12472833393
70.19111111111111,221704.44589416668
70.29066666666667,221248.06351862662
70.39022222222222,220792.97210082202
70.48977777777777,220339.1661709381
70.58933333333333,219886.64029001698
70.68888888888888,219435.3890497414
70.78844444444444,218985.40707221822
70.88799999999999,218536.6890097657
70.98755555555555,218089.22954470097
71.08711111111111,217643.02338913034
71.18666666666667,217198.06528474102
71.28622222222222,216754.35000259418
71.38577777777778,216311.87234292057
71.48533333333333,215870.62713491707
71.58488888888888,215430.6092365456
71.68444444444444,214991.8135343331
71.78399999999999,214554.23494317333
71.88355555555555,214117.86840613108
71.98311111111111,213682.70889424646
72.08266666666667,213248.75140634243
72.18222222222222,212815.99096883312
72.28177777777778,212384.42263553324
72.38133333333333,211954.04148747027
72.48088888888888,211524.84263269734
72.58044444444444,211096.821206108
72.67999999999999,210669.9723692521
72.77955555555555,210244.29131015379
72.8791111111111,209819.77324313045
72.97866666666667,209396.41340861353
73.07822222222222,208974.20707297072
73.17777777777778,208553.14952832917
73.27733333333333,208133.23609240103
73.37688888888889,207714.4621083093
73.47644444444444,207296.82294441614
73.576,206880.31399415203
73.67555555555555,206464.93067584615
73.7751111111111,206050.66843255862
73.87466666666666,205637.5227319139
73.97422222222222,205225.48906593514
74.07377777777778,204814.5629508808
74.17333333333333,204404.73992708142
74.27288888888889,203996.0155587787
74.37244444444444,203588.38543396516
74.472,203181.84516422573
74.57155555555555,202776.39038457978
74.6711111111111,202372.01675332562
74.77066666666666,201968.7199518846
74.87022222222222,201566.49568464822
74.96977777777778,201165.3396788252
75.06933333333333,200765.24768429014
75.16888888888889,200366.21547343367
75.26844444444444,199968.23884101326
75.368,199571.31360400573
75.46755555555555,199175.43560146054
75.5671111111111,198780.60069435457
75.66666666666666,198386.8047654476
75.76622222222221,197994.04371913942
75.86577777777778,197602.31348132773
75.96533333333333,197211.6099992676
76.06488888888889,196821.92924143086
76.16444444444444,196433.2671973686
76.264,196045.6198775725
76.36355555555555,195658.98331333912
76.4631111111111,195273.35355663396
76.56266666666666,194888.7266799574
76.66222222222221,194505.09877621115
76.76177777777778,194122.46595856608
76.86133333333333,193740.82436033088
76.96088888888889,193360.17013482188
77.06044444444444,192980.4994552337
77.16,192601.8085145111
77.25955555555555,192224.09352522172
77.3591111111111,191847.3507194298
77.45866666666666,191471.57634857093
77.55822222222221,191096.7666833276
77.65777777777777,190722.9180135059
77.75733333333334,190350.02664791312
77.85688888888889,189978.0889142365
77.95644444444444,189607.101158922
78.056,189237.0597470555
78.15555555555555,188867.96106224332
78.2551111111111,188499.80150649507
78.35466666666666,188132.57750010624
78.45422222222221,187766.28548154258
78.55377777777777,187400.92190732452
78.65333333333334,187036.48325191328
78.75288888888889,186672.9660075974
78.85244444444444,186310.36668438005
78.952,185948.68180986738
79.05155555555555,185587.9079291578
79.1511111111111,185228.0416047319
79.25066666666666,184869.07941634324
79.35022222222221,184511.01796091
79.44977777777777,184153.85385240754
79.54933333333332,183797.58372176148
79.64888888888889,183442.20421674187
79.74844444444444,183087.71200185825
79.848,182734.10375825487
79.94755555555555,182381.37618360747
80.04711111111111,182029.52599202027
80.14666666666666,181678.54991392407
80.24622222222222,181328.44469597485
80.34577777777777,180979.2071009535
80.44533333333332,180630.8339076656
80.54488888888888,180283.3219108429
80.64444444444445,179936.6679210445
80.744,179590.86876455988
80.84355555555555,179245.92128331136
80.94311111111111,178901.82233475853
81.04266666666666,178558.5687918025
81.14222222222222,178216.15754269125
81.24177777777777,177874.58549092567
81.34133333333332,177533.8495551661
81.44088888888888,177193.94666913978
81.54044444444445,176854.87378154873
81.64,176516.62785597882
81.73955555555555,176179.20587080842
81.83911111111111,175842.60481911933
81.93866666666666,175506.8217086065
82.03822222222222,175171.85356149025
82.13777777777777,174837.69741442756
82.23733333333332,174504.3503184252
82.33688888888888,174171.80933875244
82.43644444444443,173840.07155485562
82.536,173509.1340602718
82.63555555555556,173178.99396254483
82.73511111111111,172849.64838314021
82.83466666666666,172521.09445736196
82.93422222222222,172193.32933426937
83.03377777777777,171866.35017659454
83.13333333333333,171540.15416066063
83.23288888888888,171214.7384763005
83.33244444444443,170890.10032677586
83.432,170566.23692869738
83.53155555555556,170243.14551194524
83.63111111111111,169920.82331958963
83.73066666666666,169599.26760781292
83.83022222222222,169278.47564583138
83.92977777777777,168958.44471581824
84.02933333333333,168639.17211282655
84.12888888888888,168320.65514471338
84.22844444444443,168002.89113206367
84.32799999999999,167685.87740811563
84.42755555555556,167369.61131868558
84.52711111111111,167054.09022209456
84.62666666666667,166739.31148909405
84.72622222222222,166425.2725027934
84.82577777777777,166111.97065858723
84.92533333333333,165799.4033640833
85.02488888888888,165487.56803903112
85.12444444444444,165176.46211525094
85.22399999999999,164866.08303656316
85.32355555555556,164556.4282587184
85.42311111111111,164247.49524932817
85.52266666666667,163939.28148779526
85.62222222222222,163631.78446524587
85.72177777777777,163325.00168446102
85.82133333333333,163018.93065980932
85.92088888888888,162713.5689171795
86.02044444444444,162408.91399391415
86.11999999999999,162104.96343874297
86.21955555555554,161801.71481171765
86.31911111111111,161499.165684146
86.41866666666667,161197.31363852762
86.51822222222222,160896.15626848917
86.61777777777777,160595.69117872047
86.71733333333333,160295.91598491115
86.81688888888888,159996.82831368744
86.91644444444444,159698.42580254958
87.01599999999999,159400.7060998096
87.11555555555555,159103.6668645296
87.2151111111111,158807.30576646028
87.31466666666667,158511.62048598012
87.41422222222222,158216.60871403484
87.51377777777778,157922.26815207727
87.61333333333333,157628.59651200753
87.71288888888888,157335.59151611407
87.81244444444444,157043.2508970143
87.91199999999999,156751.5723975967
88.01155555555555,156460.55377096208
88.1111111111111,156170.19278036655
88.21066666666667,155880.4871991635
88.31022222222222,155591.43481074748
88.40977777777778,155303.0334084969
88.50933333333333,155015.28079571843
