E_keV,mu_over_rho_cm2_per_g,MT502,MT504,MT515,MT516,MT517,photoelectric_total,subshell_MT534_25.52keV,subshell_MT535_3.81keV,subshell_MT536_3.53keV,subshell_MT537_3.36keV,subshell_MT538_0.72keV,subshell_MT539_0.61keV,subshell_MT540_0.58keV,subshell_MT541_0.38keV,subshell_MT542_0.37keV,subshell_MT543_0.10keV,subshell_MT544_0.07keV,subshell_MT545_0.06keV,subshell_MT546_0.01keV,subshell_MT547_0.01keV,subshell_MT550_0.01keV
46.0,62.343112546696325,1.9324925334283476,0.6075830469494208,0.0,0.0,0.0,59.80303701898424,51.43302860307391,4.537256556489218,0.9226041415849554,1.3776546603668791,0.8401270902463542,0.17294166865219474,0.26068961921096556,0.008029084506283436,0.01025175682310883,0.1600067575425253,0.029412970659763442,0.043775035064528726,0.000907372129823779,0.0011392360201861744,0.005212540177804502
47.0,58.87548803216356,1.8740113559490927,0.6091007358986503,0.0,0.0,0.0,56.39237597553159,48.52822611858975,4.286781052816526,0.8582669083028246,1.279166491788427,0.7936517833515422,0.1612151592516935,0.24231177878424245,0.007324855212679783,0.009338882419335165,0.15121590796591008,0.027397988400803965,0.04068588166316151,0.0008287823217690963,0.001038682447466117,0.004925762628696066
48.0,55.649806751502275,1.815530178469838,0.6106184248478799,0.0,0.0,0.0,53.22365804876402,45.82356236402811,4.0563436063801666,0.7993480207274402,1.1891434196005073,0.7511484983468089,0.150420212697314,0.22555794333365956,0.0067025282359268095,0.008531846073086897,0.14309132061001759,0.025562527942885195,0.03787969357186011,0.0007579029268442711,0.000948314769979718,0.004659917307718474
49.0,52.65898780255857,1.7570490009905835,0.6121361137971094,0.0,0.0,0.0,50.28980274841739,43.31649035774601,3.8444334399607465,0.7453996224696702,1.1062499928712235,0.7118423395796337,0.14043440486146935,0.21020269554167764,0.006138195489570355,0.007803625451116237,0.13564496921527797,0.02389167748912172,0.03529155456192944,0.0006949066615796703,0.0008682643461921678,0.00441672195572778
50.0,49.87225425133281,1.6987964290056992,0.613653802746339,0.0,0.0,0.0,47.55980397094593,40.98182606977472,3.646162196159916,0.6962897935375687,1.030644267649142,0.6750550767551863,0.13129871082387173,0.19612128708523427,0.005636574357064485,0.007154314175723592,0.12867778253755763,0.02235733154114719,0.032959808021519765,0.000637890775688087,0.000796077348534012,0.004186805738497318
51.0,47.267087941842036,1.649948858537422,0.6147307904893354,0.0,0.0,0.0,45.00240839207375,38.7903345586252,3.4604817205969787,0.6516140116160736,0.9616081828130357,0.6412208033828923,0.12292736936088505,0.18330801989270323,0.005181675086070065,0.006565938410847113,0.12213577265495387,0.020932592215262637,0.03080650880019329,0.0005867259361796402,0.0007309006777140806,0.003973541374142715
52.0,44.835170269539056,1.6011012880691449,0.6157482510546456,0.0,0.0,0.0,42.61832078759508,36.74786779714124,3.2854676592226335,0.6101782516697284,0.8987699162665976,0.6091053317821552,0.11530968886265366,0.17142770018009576,0.004771597942751352,0.006040736173991655,0.11595739554235918,0.01962847254325542,0.02880593807120843,0.000540542469505038,0.0006726135124446208,0.003777066876601361
53.0,42.57256839220846,1.5522537176008675,0.6167657116199556,0.0,0.0,0.0,40.403549036199365,34.850224353932624,3.1228138048528575,0.5720491366320344,0.8404736985105834,0.5789542119639456,0.10821872717150893,0.16051484680967903,0.0044019953230450305,0.005564016721920793,0.11022051482371814,0.018421001268624313,0.026981987452981557,0.0004986541667905974,0.000619495964692107,0.003592577964640361
54.0,40.46618236701537,1.5034061471325901,0.6177831721852658,0.0,0.0,0.0,38.34499296585543,33.085660501887446,2.971161682928927,0.536899094719504,0.7871714493646642,0.5508073080620309,0.10167762967259783,0.15046984717665346,0.004066445930774304,0.005131983595589811,0.1048824730219155,0.01731979755759308,0.02529313670040782,0.0004607286918109409,0.0005718912794193281,0.0034190446902956657
55.0,38.504815586533596,1.458786937242698,0.6188006327505758,0.0,0.0,0.0,36.427228057059146,31.439478570926436,2.8308281912505566,0.5046129642724289,0.7382735315155913,0.5244689609237646,0.09563925485810099,0.14124089063335743,0.0037629140746592415,0.004742035866762853,0.09992885953848864,0.016285852693627437,0.0237568724718049,0.00042640160410161473,0.0005284262826923928,0.003254206443631253
56.0,36.69317671609359,1.4181431616535494,0.619818093315886,0.0,0.0,0.0,34.655215398971855,29.92232529201132,2.696732531283493,0.4750959851544383,0.6931776930298155,0.5002354008375423,0.09004524530556508,0.13282664451982207,0.0034855815818832046,0.004391046127898653,0.09524496523940724,0.015342992417988198,0.0223263419921162,0.00039525667361538176,0.0004890876476249497,0.003101398851849077
57.0,34.97149956122893,1.3774993860644005,0.620835553881196,0.0,0.0,0.0,32.97316461202962,28.47698111880384,2.5724614495013087,0.4473699581095977,0.6519656047699215,0.47709991035130456,0.0849422457112398,0.12492970399883903,0.003233481270511152,0.004067834970908613,0.09086689035272885,0.014465983961928247,0.02100221052478608,0.00036675455028103917,0.0004533076481989876,0.002958090475307792
58.0,33.37667860056326,1.3368556104752518,0.6218530144465062,0.0,0.0,0.0,31.417970012347393,27.141010181814824,2.45776746026163,0.4220457522216222,0.6131621657719061,0.4556720577862075,0.08013390006581671,0.11764505252329993,0.0030038076073670918,0.0037736633382021304,0.08674329062693151,0.013651355764418952,0.019776222092291896,0.0003407130334039179,0.0004206281502751223,0.0028237674571622317
59.0,31.871307767319184,1.2962118348861031,0.6228704750118162,0.0,0.0,0.0,29.952225591153937,25.88248528189818,2.3480199183209756,0.39813680772852245,0.5774279571533851,0.43531353284281854,0.07572495395256992,0.11094017963688327,0.002794024537511791,0.0035053855403007657,0.08292248864527783,0.012904256221136985,0.018643031130928002,0.0003169246628224341,0.0003911507579452738,0.0026996348104979455
60.0,30.472813300271834,1.2603638310364809,0.6238879355771264,0.0,0.0,0.0,28.588561538576275,24.711959230659918,2.2446868318147737,0.3762741405622392,0.544642486592433,0.4164804488783662,0.07161449205520448,0.10470570160289676,0.0026018610124042985,0.0032601322317761202,0.07929207143811139,0.012201921353515067,0.017602860212680694,0.0002952760602261513,0.0003638601534332066,0.002580221249545491
