E_keV,mu_over_rho_cm2_per_g,MT502,MT504,MT515,MT516,MT517,photoelectric_total,subshell_MT534_8.99keV,subshell_MT535_1.10keV,subshell_MT536_0.96keV,subshell_MT537_0.94keV,subshell_MT538_0.13keV,subshell_MT539_0.08keV,subshell_MT540_0.08keV,subshell_MT541_0.01keV,subshell_MT542_0.01keV,subshell_MT543_0.01keV
36.0,31.455500125901036,1.3005910267025003,0.6125642636227426,0.0,0.0,0.0,29.542344836626675,26.40797881665483,2.2351946473807707,0.18361108626624711,0.3142897341340779,0.324613434122102,0.025353368143084816,0.043288185703402295,0.000259948527224752,0.0003513834099203449,0.007404226398142515
37.0,29.121138231886153,1.2447688421839425,0.6151206431492412,0.0,0.0,0.0,27.2612487282733,24.371789326789905,2.069116948169636,0.16610617463501498,0.2841853285340122,0.30056259761669374,0.022970247420911003,0.03912874211713498,0.00022962507516017952,0.0003099325246481382,0.006849810436084296
38.0,27.033031192090892,1.1889466576653847,0.6176770226757399,0.0,0.0,0.0,25.226407503536983,22.559300430498613,1.91729017549666,0.1507080042235639,0.2573343862879439,0.2785768858952765,0.020872081994621074,0.03548945118998481,0.00020345817391450305,0.00027430810703798613,0.006358327955979747
39.0,25.12670559200725,1.1394641493768214,0.6202334022022384,0.0,0.0,0.0,23.36700803387391,20.89895129076946,1.7808997652299665,0.1371034510868775,0.23364923209936203,0.2588232046468795,0.019005248229492993,0.03224143763553027,0.00018083002000769392,0.00024355062923149358,0.005910029745677806
40.0,23.416623736441807,1.0934083126645968,0.6224926793894473,0.0,0.0,0.0,21.700722731906897,19.413153570596254,1.6565271176596432,0.12505045877235554,0.21259750859362714,0.24080597461469558,0.017350260044598168,0.0293601463743228,0.00016122571034513493,0.00021686790340656688,0.005499604959674748
41.0,21.86061920901641,1.0473524759523725,0.6234770888667933,0.0,0.0,0.0,20.189789647288972,18.06425873917432,1.5447020889655767,0.1142650476824255,0.1938749992112773,0.22457470417477,0.015861156483738884,0.026791826317825423,0.00014422856748442077,0.0001936374497908782,0.005123209952849181
42.0,20.42897698929688,1.0037421933443242,0.6244614983441394,0.0,0.0,0.0,18.800773294807367,16.823508758714723,1.4416935994887834,0.10462788068287865,0.17722549986506467,0.20960270341922593,0.014527670036814757,0.024501748790430936,0.00012926884570302002,0.00017344459049390578,0.004782721510233405
43.0,19.122830161982943,0.9663402108442499,0.6254459078214856,0.0,0.0,0.0,17.53104406285076,15.687102553603603,1.3488187713045419,0.09604372943282274,0.16239614942937888,0.1961441897311108,0.013341825628211292,0.022453671172709747,0.00011618993981713038,0.00015583631181814982,0.004471131721881556
44.0,17.931608965686372,0.9289382283441756,0.6264303172988316,0.0,0.0,0.0,16.376240441181068,14.654677984365257,1.2632025371535571,0.08830599963699254,0.1489870495799743,0.18373713394186875,0.01226973140843159,0.020627502647900867,0.0001046920397513775,0.00014015523953074963,0.004187642322576736
45.0,16.840478032494143,0.8915362458441013,0.6274147267761777,0.0,0.0,0.0,15.321527070307054,13.712138023087334,1.1841294085576002,0.08138097201560926,0.1371406272243469,0.1723071840732121,0.011306820561260733,0.018974990158286183,9.453489333867066e-05,0.00012651278308609945,0.003927994180451526
46.0,15.839808558017758,0.8594831489392974,0.6283991362535238,0.0,0.0,0.0,14.351926258758715,12.846089681437165,1.1109067617791384,0.07510768177626505,0.1262811627548123,0.16171169172973524,0.010436995446547704,0.017503883816584527,8.556478957351425e-05,0.00011432967396843394,0.0036885044824848433
47.0,14.92703435255169,0.8297141672163396,0.6293835457308699,0.0,0.0,0.0,13.467936642186242,12.056698674428532,1.0438320861962918,0.06939685463794375,0.11657540794833744,0.15197121171830844,0.009653247485718466,0.01615725735152917,7.76597719777234e-05,0.00010364077467618711,0.0034706002497529305
48.0,14.079810515013104,0.7999451854933817,0.630367955208216,0.0,0.0,0.0,12.6494973934083,11.325043078183517,0.9821485828608397,0.06422011342582344,0.10778575625395281,0.14297959934783389,0.008946120195784354,0.014943384119453123,7.05786543289828e-05,9.411431163169133e-05,0.0032660612796426864
49.0,13.30537900095771,0.7701762037704238,0.6313523646855621,0.0,0.0,0.0,11.903850452575458,10.659295697684339,0.9251044899427822,0.05956356940409626,0.09972593351801635,0.13478786246140484,0.008299212674276045,0.013847567125245763,6.42492873387178e-05,8.562436047810406e-05,0.003076242325534056
50.0,12.58341745940293,0.7453755737946751,0.6323367741629081,0.0,0.0,0.0,11.20570511410196,10.0340339520619,0.8730950697518073,0.05532393500079025,0.0925319015256463,0.12713181584660563,0.0077110626384029445,0.012839817536608428,5.861438108330554e-05,7.805863076950912e-05,0.002900895502972007
51.0,11.926084618360948,0.7216047545367792,0.63248172174901,0.0,0.0,0.0,10.57199816770494,9.46835870830186,0.8242388184126868,0.051453098006333284,0.08590496059824657,0.1200765236701048,0.0071729517341396175,0.011929748427433254,5.361655494080739e-05,7.131905250256288e-05,0.0027384101446665593
52.0,11.300935455286368,0.6978339352788833,0.6325132800444669,0.0,0.0,0.0,9.970588223059199,8.929865001493585,0.7789374377947822,0.04791148328931909,0.07986760763496772,0.11351734891547371,0.006688109581495794,0.01109727426555423,4.909206413498032e-05,6.521891111004575e-05,0.002589655958941202
53.0,10.724882543541247,0.6740631160209873,0.6325448383399238,0.0,0.0,0.0,9.418274605142619,8.435292740964464,0.7373660061518522,0.04466438324275359,0.07435803024882054,0.10746410833156471,0.006238514444725455,0.010336522827766977,4.503906485982012e-05,5.977390849063563e-05,0.0024494654836779216
54.0,10.196010967678468,0.6530543760885301,0.6325763966353808,0.0,0.0,0.0,8.91038018500698,7.980959674135763,0.6986683949759664,0.041718446674519044,0.06932162369644172,0.10182656142302902,0.005828187395994823,0.009640327066233889,4.1383126713008074e-05,5.488710041342249e-05,0.0023207004766355372
55.0,9.69563375522234,0.6338492669937894,0.6326079549308378,0.0,0.0,0.0,8.42917652668301,7.549686528359492,0.6625319664068745,0.03900856889532439,0.06471007768292222,0.09649315560598823,0.005453345823283699,0.009002296243170246,3.809643735776207e-05,5.049342797008541e-05,0.002201987723001478
56.0,9.23169022904583,0.6146441578990488,0.6326395132262947,0.0,0.0,0.0,7.984406564510116,7.152073855336951,0.6281340205130288,0.03650734251333832,0.060480585046302576,0.09151453703916863,0.005107551569061887,0.008416728698855642,3.510824907665859e-05,4.649372565427281e-05,0.002090355868502034
57.0,8.800015246820868,0.5954390488043081,0.6326710715217517,0.0,0.0,0.0,7.571905152530336,6.783342118485055,0.596142931585224,0.034216401651835614,0.056595159141143096,0.08688381989731506,0.004786781609141285,0.007878533828421177,3.2426118446882366e-05,4.2865657662850885e-05,0.001984104439727834
58.0,8.39563138727829,0.5764400218304842,0.6327026298172087,0.0,0.0,0.0,7.186488758120399,6.438313232249488,0.5666430014239507,0.032105440038333335,0.05302004122742087,0.08257462608894536,0.004493318517936109,0.007383163082399947,2.9972209438097206e-05,3.957970889987576e-05,0.001886375351794523
59.0,8.020246927769305,0.5609183512122781,0.6327341881126657,0.0,0.0,0.0,6.826594382149415,6.116224354898316,0.5389367054118426,0.030148610316461547,0.049725184122249376,0.0785526274524843,0.004222373122912302,0.006926548768479104,2.7754911258973525e-05,3.659923791762979e-05,0.0017936191777800595
60.0,7.673625973064508,0.545396680594072,0.6327657464081227,0.0,0.0,0.0,6.495463528556741,5.820401752587154,0.5129594278653751,0.02835319440713694,0.046683806666048815,0.07482186656526027,0.003970929779782404,0.0065050496510920324,2.574072202186715e-05,3.391057228461021e-05,0.0017078469127547481
61.0,7.342136768322056,0.5298750099758659,0.6327973047035795,0.0,0.0,0.0,6.179464448532695,5.537361643334366,0.48873713256016593,0.02670595263195251,0.04387200288880271,0.07125190276452259,0.003738316420271248,0.006115403309688253,2.3889590419054235e-05,3.145880828235114e-05,0.00162676088051113
62.0,7.031299702981148,0.5143533393576598,0.6328288629990365,0.0,0.0,0.0,5.8841175265109085,5.272720025815855,0.466156081688846,0.025154455000924027,0.04126840294433196,0.0679380939419034,0.0035236923212706834,0.005754683858423229,2.2201088870216954e-05,2.920486587132029e-05,0.0015506677954057935
63.0,6.741984353780279,0.4991542192212182,0.6328604212944935,0.0,0.0,0.0,5.6099697133361035,5.02748982876562,0.4447366604304951,0.02371112321615802,0.038869715497570345,0.06489154648414873,0.0033233495076432267,0.005420264194380934,2.065236863583951e-05,2.716143949598477e-05,0.0014794053634740003
64.0,6.468209997622783,0.4867080870885632,0.6323774928601479,0.0,0.0,0.0,5.34912439539882,4.7935628396146335,0.4248709053215357,0.022379158380422516,0.0366463740186089,0.06195589724612561,0.00314038389654227,0.005111291889698943,1.9241782701378127e-05,2.5285561748613967e-05,0.0014130310890716428
65.0,6.213478084526476,0.4742619549559082,0.6318399286668851,0.0,0.0,0.0,5.107376198216179,4.577522754304735,0.40573645531344377,0.021148076402004282,0.0345779759468916,0.059206482743520944,0.0029677875852977087,0.00482468358643797,1.7936813405821355e-05,2.355641731332968e-05,0.0013504955345949813
66.0,5.97047296202557,0.46181582282325323,0.6313023644736224,0.0,0.0,0.0,4.877354780961988,4.3711595011293705,0.3882682916232238,0.01999851595588601,0.03265075098431386,0.05658399822748808,0.0028060723212455186,0.0045578546352345595,1.6745864241235935e-05,2.197670788004263e-05,0.001291078491427043
67.0,5.739896770251841,0.44936969069059823,0.6307648002803596,0.0,0.0,0.0,4.659762288131049,4.176435647264452,0.3711922541364024,0.018925803713369445,0.030853786744635483,0.05411934973221296,0.0026551976474441493,0.00430907399532373,1.5654484111163246e-05,2.052769222176936e-05,0.0012349826909847231
68.0,5.522126498757743,0.43692355855794324,0.630227236087097,0.0,0.0,0.0,4.454975691278345,3.9930162066069785,0.3552374427629444,0.01792465585637163,0.029192958630437676,0.05179462610554175,0.0025165278388126116,0.004076781862938082,1.4643337309877356e-05,1.9190733457849104e-05,0.0011826564389420225
69.0,5.317934632028316,0.42608598074492937,0.6296896718938342,0.0,0.0,0.0,4.262158978944311,3.82018650353834,0.3402904276282949,0.016989577091035213,0.027637746215488118,0.049643442848672295,0.0023863695024989233,0.0038602015000881473,1.3711555940084134e-05,1.796934677428129e-05,0.001133029245100082
70.0,5.125538103273938,0.4161226694454725,0.6291521077005714,0.0,0.0,0.0,4.080263322560034,3.6572013806354713,0.3261598935141657,0.0161151128273238,0.02620539763760052,0.04754187890239038,0.0022643984790924362,0.0036590347326909177,1.2853234573186181e-05,1.682408675603655e-05,0.001086549703326359
71.0,4.945112583796728,0.4061593581460156,0.6286145435073087,0.0,0.0,0.0,3.9103386761756442,3.5052253965335676,0.3126831581796418,0.01529600422608206,0.024838026845973395,0.045603817061974285,0.002150169098563837,0.0034726208216174967,1.2065709332595847e-05,1.5767285473306056e-05,0.0010416501277085396
72.0,4.771242836125959,0.39619604684655874,0.6280769793140459,0.0,0.0,0.0,3.7469698015548785,3.358934849403259,0.29982173113037447,0.0145356834015569,0.023561291188192973,0.043754571053518904,0.0020431728062655086,0.0032931871105423513,1.1333790781775161e-05,1.479898438961649e-05,0.0009991840153295046
73.0,4.60821493263489,0.38623273554710186,0.6275394151207833,0.0,0.0,0.0,3.594442771536212,3.2222713131925813,0.28791341617635735,0.01382460102011154,0.02238330810644139,0.04199338522360543,0.0019428766317214857,0.0031302629970560154,1.0663173025797596e-05,1.3900561005760065e-05,0.0009590457337306854
74.0,4.450845216582039,0.376269424247645,0.6270018509275205,0.0,0.0,0.0,3.447573941432286,3.0905521406348795,0.27650347848998375,0.013152085539780789,0.02126991457921729,0.040328032496750044,0.0018487480675727591,0.0029753089937817018,1.0032119341214416e-05,1.3068090598012973e-05,0.0009211317692387342
75.0,4.3050292352296715,0.3678883982671458,0.6264642867342578,0.0,0.0,0.0,3.3106765487109175,2.9680158771946976,0.26566540485417256,0.012516066542604126,0.02022146734217554,0.03876175974614468,0.0017602706082151622,0.0028287967708281085,9.445771045647094e-06,1.2297448491773243e-05,0.000885162601272625
76.0,4.16642283703653,0.35986506934052126,0.625926722540995,0.0,0.0,0.0,3.1806310429672364,2.851485969947406,0.2554424406034233,0.011919144753651524,0.019236333840141378,0.037304113473755784,0.0016785921153984681,0.0026921679043012256,8.901622662902226e-06,1.1585644123863066e-05,0.0008517938933017777
77.0,4.0341735597698,0.3518417404138967,0.6253891583477323,0.0,0.0,0.0,3.056942662772448,2.7405077082444786,0.24589659032686437,0.011362406381403671,0.018315513330965358,0.03585808198191264,0.001599505013280413,0.002564681238591736,8.395509887109145e-06,1.0923114516172678e-05,0.0008188577865653457
78.0,3.9079888042381574,0.34381841148727216,0.6248515941544696,0.0,0.0,0.0,2.9393187980237205,2.635238514397929,0.23648428485636813,0.010836916334743282,0.01745254251025953,0.034529650448103785,0.0015260960449073142,0.002444166391866982,7.922813030972544e-06,1.031262773211762e-05,0.0007883912213466108
79.0,3.7887240511724993,0.3357950825606476,0.6243140299612068,0.0,0.0,0.0,2.8286149375003546,2.5360603756966675,0.2277613289147281,0.010344433328496128,0.016638910898617885,0.03324607899200363,0.001457038190352267,0.002330492316892514,7.487904181919731e-06,9.732210683937714e-06,0.0007590594327986996
80.0,3.6747103558166194,0.32777175363402306,0.623623386105533,0.0,0.0,0.0,2.723315213335506,2.441764140631328,0.21939899472823704,0.009882153369302519,0.015871907004821807,0.032035876490485636,0.0013915563227321953,0.002223388762732296,7.076754913821069e-06,9.191424859075335e-06,0.0007309294351212528
81.0,3.565889817539119,0.3207981930577625,0.6228158401443495,0.0,0.0,0.0,2.622275786560839,2.351121070648493,0.21151079652447338,0.009440740633238895,0.015148520399739598,0.03088230253323929,0.0013297741943478192,0.002122503745766428,6.698654201051005e-06,8.690776921967739e-06,0.0007046873562745432
82.0,3.462544481278852,0.31432866289046524,0.6220082941831659,0.0,0.0,0.0,2.5262075242977415,2.2650090377260863,0.2039264400066925,0.009028327110758105,0.014465629385325642,0.02978505506870109,0.0012715278331473152,0.0020274423103372576,6.338794696009901e-06,8.222219536671774e-06,0.0006795022615854214
83.0,3.365817547806897,0.307859132723168,0.6212007482219825,0.0,0.0,0.0,2.4367576675949945,2.1849648882938024,0.19677276093977322,0.008634662437964328,0.013835203527449609,0.028725805097610795,0.0012170134137900652,0.0019377926278459122,6.0031486922489855e-06,7.785531104326997e-06,0.0006557516896053161
84.0,3.269767137659832,0.3013896025558707,0.620393202260799,0.0,0.0,0.0,2.3479843335923385,2.105292858615148,0.18981921811445907,0.008266674423243468,0.013221364367209259,0.027719863885101836,0.0011646584027259822,0.0018537106193046932,5.690709951390551e-06,7.379654757558966e-06,0.0006329149742333214
85.0,3.1815899724124646,0.29492007238857343,0.6195856562996155,0.0,0.0,0.0,2.267084245510195,2.03299155775129,0.18326595430100934,0.007910385603776543,0.012646701778706623,0.02675676091668414,0.0011155743373713577,0.0017740570328620825,5.399864716526892e-06,6.99200434678278e-06,0.0006108621606920122
86.0,3.093735713303615,0.28845054222127614,0.6187781103384319,0.0,0.0,0.0,2.18650706102844,1.9606902568874323,0.17692305683753395,0.007582047636247331,0.012106112026177916,0.025836235129342567,0.0010695332930219681,0.0016981253126687988,5.129467056948683e-06,6.632496931260773e-06,0.0005899316479919668
87.0,3.011683728999309,0.28198101205397885,0.6179705643772484,0.0,0.0,0.0,2.111732150899805,1.8938069867087464,0.17087126015880333,0.007269882085218933,0.011590804575965234,0.024961534908137933,0.001024950327025222,0.0016254908230221572,4.873643301730154e-06,6.3010823544096334e-06,0.0005700664297487824
88.0,2.9320013964197202,0.2765566238312172,0.6171630184160649,0.0,0.0,0.0,2.0382817559648543,1.8278090825364925,0.16515467320798627,0.006973138858605545,0.011102789775866937,0.02413833392571862,0.0009836214252875312,0.0015582720925631857,4.633720703502895e-06,5.983852302731562e-06,0.0005512269718688649
89.0,2.857896561641176,0.2713578852395284,0.6163554724548814,0.0,0.0,0.0,1.9701832022763073,1.7669020350192306,0.15964965828483296,0.0066914814209441615,0.010643347083673689,0.023316522304564512,0.0009432719341479084,0.0014938526983148976,4.406263020268854e-06,5.683594873589284e-06,0.0005329440465165472
90.0,2.785220678929098,0.2661591466478396,0.6155479264936978,0.0,0.0,0.0,1.903513606220526,1.7070795000227845,0.15436647102512674,0.006424318570780396,0.010212810083639369,0.02256652033931025,0.0009060466469748552,0.0014326359007255935,4.192331779839977e-06,5.4052349207940925e-06,0.0005157053719989437
91.0,2.716535120196394,0.26096040805615073,0.6147403805325143,0.0,0.0,0.0,1.8408343320722633,1.6509662148995028,0.14933132999409776,0.006170905598401051,0.009792718709857151,0.021819974774572093,0.0008705132714979004,0.0013746411447398265,3.991606613491435e-06,5.146142432217075e-06,0.000498894865357636
92.0,2.6499877344115212,0.2557616694644619,0.6139328345713309,0.0,0.0,0.0,1.780293229088626,1.59665179299631,0.144535942601427,0.005930500409079494,0.00939818449974976,0.02112865871845535,0.0008366181157899137,0.0013199785189704739,3.8030799431846983e-06,4.9038356896087835e-06,0.0004828454901961436
93.0,2.586252605343738,0.25056293087277304,0.6131252886101474,0.0,0.0,0.0,1.7225643834953137,1.5448223498691331,0.1400099469708566,0.005706720062756648,0.009024928077414306,0.02045201441953369,0.0008043548596709091,0.0012680930045079286,3.6264257299370444e-06,4.671935076080627e-06,0.00046767984091982464
94.0,2.525116028875517,0.24536419228108422,0.6123177426489638,0.0,0.0,0.0,1.667434093228401,1.495431460568989,0.13558198510914837,0.005485026618198987,0.008674298834475314,0.019808266478489746,0.0007739526222685194,0.0012182363566974651,3.458506728115264e-06,4.451514193991289e-06,0.0004529567296996259
95.0,2.466195545119675,0.24075543945475814,0.6115101966877803,0.0,0.0,0.0,1.6139299076735432,1.4474398524297756,0.13132160574857127,0.00528035291213697,0.00833226923969339,0.01919368171208871,0.0007449256109083132,0.001171005083777419,3.3000182317880497e-06,4.247140245374871e-06,0.00043866753059524483
96.0,2.4109774905145755,0.23655521873123764,0.6107026507265968,0.0,0.0,0.0,1.5637196231147217,1.402458895323985,0.127281068072635,0.005081956876284162,0.008015514573482475,0.018605730040289502,0.0007172375835752129,0.0011267883346337613,3.152055517981322e-06,4.053300129540552e-06,0.0004252250640174958
