Z,Density_g_cm3,MT,Label,Binding_eV,Fluorescence_yield,Points
7,0.001165,501,total_interaction,,,4310
7,0.001165,502,MT502,,,382
7,0.001165,504,MT504,,,403
7,0.001165,515,MT515,,,214
7,0.001165,516,MT516,,,456
7,0.001165,517,MT517,,,300
7,0.001165,522,photoelectric_total,,,3152
7,0.001165,534,subshell_MT534_0.40keV,403.0,,692
7,0.001165,535,subshell_MT535_0.02keV,20.33,,776
7,0.001165,536,subshell_MT536_0.01keV,12.38,,922
7,0.001165,537,subshell_MT537_0.01keV,12.38,,923
