E_keV,mu_over_rho_cm2_per_g,MT502,MT504,MT515,MT516,MT517,photoelectric_total,subshell_MT534_29.20keV,subshell_MT535_4.47keV,subshell_MT536_4.16keV,subshell_MT537_3.93keV,subshell_MT538_0.89keV,subshell_MT539_0.76keV,subshell_MT540_0.72keV,subshell_MT541_0.50keV,subshell_MT542_0.49keV,subshell_MT543_0.14keV,subshell_MT544_0.10keV,subshell_MT545_0.09keV,subshell_MT546_0.03keV,subshell_MT547_0.03keV,subshell_MT550_0.01keV,MT551,MT552
20.0,120.39954300176689,6.435141909788047,0.5002033812987301,0.0,0.0,0.0,113.46419749655946,0.0,41.97114488451728,19.25859286546221,30.683007793610383,8.045199672031044,3.400739350032803,5.490532476156443,0.4268620863714535,0.5684608386926815,1.637839277694055,0.6224207076873501,0.9964112196998446,0.06174435157646812,0.0812039204092372,0.18469160480206756,0.01414106685349341,0.021205462859760375
21.0,105.46980339378612,5.940984002789133,0.5090793282620736,0.0,0.0,0.0,99.01974000415737,0.0,37.50383365364166,16.522824177135472,26.172432422968612,7.18407326987,2.9356995244261945,4.717871012054381,0.3504496260215004,0.46519431013473145,1.4607540411892648,0.5372025870341881,0.856973891141139,0.050685166916446964,0.06658747089344742,0.16472782508514833,0.012212886525043685,0.018218226815027674
22.0,92.9252890017247,5.486467436895244,0.5179552752254172,0.0,0.0,0.0,86.92086613492299,0.0,33.65292788780249,14.24832778135123,22.507925576364652,6.435141028446122,2.5453297970707034,4.072028860421018,0.2895580411785913,0.38382052706705116,1.3078819455462334,0.46664268167541784,0.740333438501204,0.04201329859866613,0.05496726228573447,0.14760503615192713,0.010606732881468257,0.01575625803582565
23.0,82.26936818217646,5.062964832278006,0.5264495167390639,0.0,0.0,0.0,76.67995380777275,0.0,30.30676797936816,12.365402048090022,19.435712134845673,5.788680000630646,2.220913856089296,3.5364902415457453,0.24136909957834007,0.31940699321997007,1.1777827051718661,0.4072274438906366,0.6435297630815366,0.035113899721162356,0.045781652512743576,0.13281525386916646,0.009259421045661765,0.013701318201007541
24.0,73.23265034416289,4.670385642213781,0.534702288122547,0.0,0.0,0.0,68.02756245396424,0.0,27.4119536141424,10.789428318907914,16.88855769494559,5.2332167665543174,1.9503094011371775,3.091555843242036,0.20278585560005524,0.26734493832486317,1.0636560096328214,0.35776467056767763,0.562988742818418,0.02952403838980672,0.03843301184296295,0.1199381595689416,0.008135167416519996,0.011970221296738899
25.0,65.5029547579839,4.296509563083442,0.5429550595060301,0.0,0.0,0.0,60.66349021021619,0.0,24.89900553126563,9.472685466717888,14.758596688324845,4.746214790856714,1.7180791503439354,2.7133371262904156,0.1716198569360134,0.22564609800401805,0.964348321036438,0.31540487693261715,0.49452274468645774,0.024983198248712347,0.03250169123668018,0.10884930818282869,0.007179278599450713,0.010515974683823091
26.0,58.76842621919828,3.9191819428038768,0.5493146364813182,0.0,0.0,0.0,54.299929781935546,0.0,22.65297880285984,8.347132830691477,12.972988523991475,4.320133938213562,1.5202591841978639,2.3923362847968757,0.14585368741443808,0.1916246293094015,0.877259785345761,0.27955065911000937,0.4363016263760386,0.0212803171415644,0.027611025534603328,0.09897274935712759,0.006355973083505263,0.009289698125209201
27.0,52.89199273957169,3.538509629057232,0.5554184925320033,0.0,0.0,0.0,48.798064570093466,0.0,20.691348301715124,7.384784025698976,11.439581805583899,3.940537448305089,1.3514502491873437,2.1192887008622634,0.12485546760118853,0.16357758836561131,0.8012312808188184,0.24859589820078337,0.38674641829125805,0.018248033112914924,0.023603937370968227,0.09032907360312327,0.005656021285021107,0.008230390574540308
28.0,47.70415108519693,3.112825747002973,0.5615223485826883,0.0,0.0,0.0,44.02980288841691,0.0,18.956173540556748,6.5655296810525,10.128706341915251,3.609326788236399,1.2068308145194806,1.8847850937326467,0.10734981667002438,0.14033385981747862,0.7333268009060604,0.22223573067088181,0.3441609846728656,0.01571643795203207,0.020286116955903998,0.08267241074814391,0.005049706088077948,0.007318758968626807
29.0,42.81140009259801,2.367429557715491,0.567237231094023,0.0,0.0,0.0,39.87673312141398,0.0,17.411307157437793,5.8633903290602225,9.011872997876617,3.3148698600902913,1.0813593131786283,1.6825881832465575,0.09287744239349781,0.12109708359927322,0.6727216296923603,0.19910630442277746,0.3074117505149576,0.013604177843103516,0.017533722918688398,0.07592423257066493,0.0045311008721974095,0.006537898320865395
30.0,230.33958973055806,2.928475614132011,0.572864400964829,0.0,0.0,0.0,226.83824960811572,190.6324956819373,16.02011534556709,5.252359044619182,8.041239785163722,3.0483223296139736,0.9713643732596137,1.5062831463053643,0.08069951894687974,0.10501388067678968,0.6191755607497295,0.17896240103485425,0.27534343653736987,0.011824393505468652,0.015238576614407731,0.06987662066693029,0.00407336838085284,0.00586226167242631
